Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	06	01	50	222.24316028	03	2	7	5	1	1			1	302	3	2	200601104316	20060110431601	222.926616118287
10	07	01	50	222.24316028	03	1	2	5									200601104316	20060110431601	222.926616118287
10	01	01	50	160.77380446	01	2	49	4	1	2	2	01		303	3	3	200601104317	20060110431701	160.340839896153
10	02	01	50	160.77380446	03	1	22	5	1	2	2	01		611	6	11	200601104317	20060110431701	160.340839896153
10	03	01	50	160.77380446	03	2	16	5	1	1			1	409	4	9	200601104317	20060110431701	160.340839896153
10	04	01	50	160.77380446	03	1	29	2	1	2	2	01		611	6	11	200601104317	20060110431701	160.340839896153
10	05	01	50	160.77380446	04	2	29	2	1	2	2	07		611	6	11	200601104317	20060110431701	160.340839896153
10	06	01	50	160.77380446	05	2	0	5									200601104317	20060110431701	160.340839896153
10	07	01	50	160.77380446	04	2	21	1	1	2	2	07		611	6	11	200601104317	20060110431701	160.340839896153
10	08	01	50	160.77380446	05	1	0	5									200601104317	20060110431701	160.340839896153
10	01	01	50	178.34219698	01	1	74	1	1	2	2	11		305	3	5	200601104318	20060110431801	178.57500429926
10	02	01	50	178.34219698	02	2	51	1	1	2	2	07		305	3	5	200601104318	20060110431801	178.57500429926
10	03	01	50	178.34219698	03	2	27	5	1	2	2	01		408	4	8	200601104318	20060110431801	178.57500429926
10	04	01	50	178.34219698	05	1	6	5	2	1			1	200	2	0	200601104318	20060110431801	178.57500429926
10	05	01	50	178.34219698	05	1	2	5									200601104318	20060110431801	178.57500429926
10	01	01	50	162.73693419	01	2	50	4	1	2	2	01		611	6	11	200601104319	20060110431901	163.354111946501
10	02	01	50	162.73693419	03	2	22	5	1	2	2	01		611	6	11	200601104319	20060110431901	163.354111946501
10	03	01	50	162.73693419	03	2	25	1	1	2	2	01		611	6	11	200601104319	20060110431901	163.354111946501
10	04	01	50	162.73693419	04	1	34	1	1	2	2	01		611	6	11	200601104319	20060110431901	163.354111946501
10	05	01	50	162.73693419	05	1	7	5	1	1			2	302	3	2	200601104319	20060110431901	163.354111946501
10	06	01	50	162.73693419	09	1	51	4	1	2	2	01		611	6	11	200601104319	20060110431901	163.354111946501
10	01	01	50	139.27090823	01	2	47	4	1	2	2	07		408	4	8	200601104320	20060110432001	137.944707129434
10	02	01	50	139.27090823	03	2	20	5	1	2	2	11		611	6	11	200601104320	20060110432001	137.944707129434
10	03	01	50	139.27090823	03	2	17	5	1	1			1	610	6	10	200601104320	20060110432001	137.944707129434
10	04	01	50	139.27090823	09	2	12	5	1	1			1	406	4	6	200601104320	20060110432001	137.944707129434
10	05	01	50	139.27090823	09	2	11	5	1	1			1	304	3	4	200601104320	20060110432001	137.944707129434
10	01	01	50	134.68763129	01	1	56	2	1	2	2	01		507	5	7	200601104321	20060110432101	134.831481621877
10	02	01	50	134.68763129	02	2	53	2	1	2	2	01		503	5	3	200601104321	20060110432101	134.831481621877
10	03	01	50	134.68763129	05	2	10	5	1	1			1	304	3	4	200601104321	20060110432101	134.831481621877
10	01	01	50	137.73244651	01	2	43	1	1	2	2	01		409	4	9	200601104322	20060110432201	138.635050345692
10	02	01	50	137.73244651	02	1	33	1	1	1			1	502	5	2	200601104322	20060110432201	138.635050345692
10	03	01	50	137.73244651	03	2	17	5	1	1			1	500	5	0	200601104322	20060110432201	138.635050345692
10	04	01	50	137.73244651	03	2	21	1	1	2	2	02		611	6	11	200601104322	20060110432201	138.635050345692
10	05	01	50	137.73244651	04	1	26	1	1	1			1	501	5	1	200601104322	20060110432201	138.635050345692
10	06	01	50	137.73244651	09	1	27	5	1	2	2	11		505	5	5	200601104322	20060110432201	138.635050345692
10	01	01	50	111.49230983	01	1	70	2	1	2	2	11		505	5	5	200601104323	20060110432301	111.072390823075
10	02	01	50	111.49230983	02	2	53	2	1	2	2	01		611	6	11	200601104323	20060110432301	111.072390823075
10	03	01	50	111.49230983	03	2	35	5	1	1			2	505	5	5	200601104323	20060110432301	111.072390823075
10	04	01	50	111.49230983	05	1	13	5	1	1			1	408	4	8	200601104323	20060110432301	111.072390823075
10	05	01	50	111.49230983	03	1	32	5	1	2	2	11		505	5	5	200601104323	20060110432301	111.072390823075
10	06	01	50	111.49230983	03	2	27	5	1	2	2	02		501	5	1	200601104323	20060110432301	111.072390823075
10	07	01	50	111.49230983	03	2	26	5	1	1			2	505	5	5	200601104323	20060110432301	111.072390823075
10	01	01	50	176.60491112	01	1	31	1	1	2	2	01		611	6	11	200601104324	20060110432401	177.408397318618
10	02	01	50	176.60491112	02	2	27	1	1	2	2	01		611	6	11	200601104324	20060110432401	177.408397318618
10	03	01	50	176.60491112	03	2	9	5	1	1			1	304	3	4	200601104324	20060110432401	177.408397318618
10	04	01	50	176.60491112	03	1	0	5									200601104324	20060110432401	177.408397318618
10	01	01	50	138.68859514	01	1	41	1	1	2	2	01		409	4	9	200601104325	20060110432501	139.360622021831
10	02	01	50	138.68859514	02	2	28	1	1	2	2	07		305	3	5	200601104325	20060110432501	139.360622021831
10	03	01	50	138.68859514	03	2	7	5	1	1			1	302	3	2	200601104325	20060110432501	139.360622021831
10	04	01	50	138.68859514	03	2	3	5									200601104325	20060110432501	139.360622021831
10	01	01	50	177.13510482	01	2	44	3	1	2	2	01		610	6	10	200601104326	20060110432601	176.881832791454
10	02	01	50	177.13510482	03	2	24	5	1	2	2	02		610	6	10	200601104326	20060110432601	176.881832791454
10	03	01	50	177.13510482	05	1	3	5									200601104326	20060110432601	176.881832791454
10	04	01	50	177.13510482	03	2	7	5	1	2	2	02		301	3	1	200601104326	20060110432601	176.881832791454
10	01	01	50	151.66201768	01	2	28	1	1	1			2	505	5	5	200601104327	20060110432701	152.146889425218
10	02	01	50	151.66201768	02	1	33	1	1	2	2	01		505	5	5	200601104327	20060110432701	152.146889425218
10	03	01	50	151.66201768	03	1	12	5	1	1			2	406	4	6	200601104327	20060110432701	152.146889425218
10	04	01	50	151.66201768	06	1	58	2	1	2	2	11		305	3	5	200601104327	20060110432701	152.146889425218
10	01	01	50	181.67499298	01	1	48	1	1	2	2	01		611	6	11	200601104328	20060110432801	182.332936370061
10	02	01	50	181.67499298	02	2	46	1	1	2	2	07		407	4	7	200601104328	20060110432801	182.332936370061
10	03	01	50	181.67499298	03	1	7	5	1	1			1	302	3	2	200601104328	20060110432801	182.332936370061
10	01	01	50	166.81141328	01	2	47	4	1	2	2	01		305	3	5	200601104329	20060110432901	166.361329238963
10	02	01	50	166.81141328	03	1	22	5	1	1			2	505	5	5	200601104329	20060110432901	166.361329238963
10	01	01	50	135.96904995	01	2	42	4	1	2	2	01		611	6	11	200601104330	20060110433001	134.991636063505
10	02	01	50	135.96904995	03	2	19	5	1	2	2	02		611	6	11	200601104330	20060110433001	134.991636063505
10	03	01	50	135.96904995	09	2	54	4	1	2	2	01		305	3	5	200601104330	20060110433001	134.991636063505
10	01	01	50	175.95685149	01	2	67	4	2	2	2	11		100	1	0	200601104331	20060110433101	175.307250144463
10	02	01	50	175.95685149	03	2	22	5	1	2	2	02		305	3	5	200601104331	20060110433101	175.307250144463
10	03	01	50	175.95685149	05	1	1	5									200601104331	20060110433101	175.307250144463
10	01	01	50	133.83909717	01	1	44	1	1	2	2	01		302	3	2	200601104332	20060110433201	133.519971609133
10	02	01	50	133.83909717	02	2	46	1	1	2	2	07		611	6	11	200601104332	20060110433201	133.519971609133
10	03	01	50	133.83909717	03	1	19	5	1	2	2	01		611	6	11	200601104332	20060110433201	133.519971609133
10	04	01	50	133.83909717	11	2	61	4	1	2	2	07		305	3	5	200601104332	20060110433201	133.519971609133
10	01	01	50	168.25545343	01	2	46	3	1	2	2	07		408	4	8	200601104333	20060110433301	167.94982626269
10	02	01	50	168.25545343	03	2	27	5	1	2	2	01		505	5	5	200601104333	20060110433301	167.94982626269
10	03	01	50	168.25545343	05	1	1	5									200601104333	20060110433301	167.94982626269
10	04	01	50	168.25545343	03	1	16	5	1	2	2	02		611	6	11	200601104333	20060110433301	167.94982626269
10	05	01	50	168.25545343	03	2	9	5	1	1			1	303	3	3	200601104333	20060110433301	167.94982626269
10	01	01	50	134.93319267	01	1	37	1	1	2	2	01		407	4	7	200601104334	20060110433401	134.982088244529
10	02	01	50	134.93319267	02	2	32	1	1	2	2	01		611	6	11	200601104334	20060110433401	134.982088244529
10	03	01	50	134.93319267	03	1	14	5	1	1			1	408	4	8	200601104334	20060110433401	134.982088244529
10	04	01	50	134.93319267	03	2	4	5									200601104334	20060110433401	134.982088244529
10	05	01	50	134.93319267	12	2	43	5	1	2	2	07		610	6	10	200601104334	20060110433401	134.982088244529
10	01	01	50	159.08727232	01	2	51	4	1	2	2	02		611	6	11	200601104335	20060110433501	158.806426677179
10	02	01	50	159.08727232	03	2	27	4	1	2	2	02		501	5	1	200601104335	20060110433501	158.806426677179
10	03	01	50	159.08727232	05	1	1	5									200601104335	20060110433501	158.806426677179
10	01	01	50	133.53897819	01	1	51	2	1	2	2	01		611	6	11	200601104336	20060110433601	133.153633239275
10	02	01	50	133.53897819	02	2	45	2	1	2	2	07		406	4	6	200601104336	20060110433601	133.153633239275
10	03	01	50	133.53897819	03	2	21	5	2	2	2	11		100	1	0	200601104336	20060110433601	133.153633239275
10	04	01	50	133.53897819	03	2	15	5	1	1			2	610	6	10	200601104336	20060110433601	133.153633239275
10	01	01	50	138.19852809	01	2	54	4	1	2	2	02		409	4	9	200601104337	20060110433701	138.552260265124
10	02	01	50	138.19852809	03	1	27	5	1	2	2	02		611	6	11	200601104337	20060110433701	138.552260265124
10	01	01	50	194.12117027	01	1	52	2	1	2	2	01		305	3	5	200601104338	20060110433801	194.042723255085
10	02	01	50	194.12117027	02	2	45	2	1	2	2	01		505	5	5	200601104338	20060110433801	194.042723255085
10	03	01	50	194.12117027	03	2	23	5	1	2	2	01		502	5	2	200601104338	20060110433801	194.042723255085
10	04	01	50	194.12117027	05	1	3	5									200601104338	20060110433801	194.042723255085
10	05	01	50	194.12117027	03	1	19	5	1	1			2	502	5	2	200601104338	20060110433801	194.042723255085
10	06	01	50	194.12117027	03	1	17	5	1	1			1	610	6	10	200601104338	20060110433801	194.042723255085
10	01	01	50	110.54707622	01	1	41	1	1	2	2	02		409	4	9	200601104339	20060110433901	110.658174042037
10	02	01	50	110.54707622	02	2	35	1	1	2	2	02		408	4	8	200601104339	20060110433901	110.658174042037
10	03	01	50	110.54707622	03	2	11	5	1	1			1	406	4	6	200601104339	20060110433901	110.658174042037
10	04	01	50	110.54707622	03	2	7	5	1	1			1	301	3	1	200601104339	20060110433901	110.658174042037
10	05	01	50	110.54707622	06	2	63	3	1	2	2	11		305	3	5	200601104339	20060110433901	110.658174042037
10	01	01	50	183.06714162	01	2	37	4	1	2	2	01		611	6	11	200601104340	20060110434001	182.536883683067
10	02	01	50	183.06714162	03	2	13	5	1	1			1	408	4	8	200601104340	20060110434001	182.536883683067
10	03	01	50	183.06714162	03	1	12	5	1	1			1	406	4	6	200601104340	20060110434001	182.536883683067
10	04	01	50	183.06714162	03	1	7	5	2	2	2	11		100	1	0	200601104340	20060110434001	182.536883683067
10	01	01	50	142.20890667	01	1	83	3	1	2	2	11		303	3	3	200601104341	20060110434101	142.487390156527
10	01	01	50	142.05699121	01	2	57	3	1	2	2	02		407	4	7	200601104342	20060110434201	141.171789715809
10	02	01	50	142.05699121	03	1	23	5	1	2	2	02		611	6	11	200601104342	20060110434201	141.171789715809
10	03	01	50	142.05699121	03	2	21	4	1	2	2	02		408	4	8	200601104342	20060110434201	141.171789715809
10	04	01	50	142.05699121	05	2	6	5	2	1			1	300	3	0	200601104342	20060110434201	141.171789715809
10	01	01	50	126.94518405	01	2	34	3	1	2	2	01		611	6	11	200601104343	20060110434301	126.218393925574
10	02	01	50	126.94518405	03	2	17	5	1	1			1	610	6	10	200601104343	20060110434301	126.218393925574
10	03	01	50	126.94518405	05	2	0	5									200601104343	20060110434301	126.218393925574
10	04	01	50	126.94518405	03	2	14	5	1	1			1	409	4	9	200601104343	20060110434301	126.218393925574
10	05	01	50	126.94518405	03	2	5	5	2	1			1	300	3	0	200601104343	20060110434301	126.218393925574
10	01	01	50	152.07465581	01	1	41	1	1	2	2	01		611	6	11	200601104344	20060110434401	152.26845917783
10	02	01	50	152.07465581	02	2	28	1	1	2	2	01		611	6	11	200601104344	20060110434401	152.26845917783
10	03	01	50	152.07465581	03	1	12	5	1	1			2	406	4	6	200601104344	20060110434401	152.26845917783
10	01	01	50	143.59432305	01	1	26	1	1	2	2	02		407	4	7	200601104345	20060110434501	143.99371903111
10	02	01	50	143.59432305	02	2	20	1	1	2	2	02		611	6	11	200601104345	20060110434501	143.99371903111
10	03	01	50	143.59432305	03	2	2	5									200601104345	20060110434501	143.99371903111
10	01	01	50	207.99729799	01	1	44	2	1	2	2	01		305	3	5	200601104346	20060110434601	207.758922167792
10	02	01	50	207.99729799	02	2	40	2	1	2	2	07		305	3	5	200601104346	20060110434601	207.758922167792
10	03	01	50	207.99729799	03	1	22	5	1	2	2	01		611	6	11	200601104346	20060110434601	207.758922167792
10	04	01	50	207.99729799	03	1	18	5	1	1			1	610	6	10	200601104346	20060110434601	207.758922167792
10	05	01	50	207.99729799	03	1	15	5	1	1			1	409	4	9	200601104346	20060110434601	207.758922167792
10	06	01	50	207.99729799	03	2	12	5	1	1			1	406	4	6	200601104346	20060110434601	207.758922167792
10	07	01	50	207.99729799	03	1	4	5									200601104346	20060110434601	207.758922167792
10	01	01	50	165.69524907	01	1	29	5	1	2	2	01		502	5	2	200601104347	20060110434701	166.392415058352
10	01	01	50	157.95375536	01	1	27	2	1	2	2	01		505	5	5	200601104348	20060110434801	158.393090934221
10	02	01	50	157.95375536	02	2	20	2	1	2	2	01		501	5	1	200601104348	20060110434801	158.393090934221
10	03	01	50	157.95375536	03	2	0	5									200601104348	20060110434801	158.393090934221
10	01	01	50	180.38981747	01	1	36	1	1	2	2	01		611	6	11	200601104349	20060110434901	181.210523576941
10	02	01	50	180.38981747	02	2	26	1	1	1			2	501	5	1	200601104349	20060110434901	181.210523576941
10	03	01	50	180.38981747	03	2	5	5	2	1			1	300	3	0	200601104349	20060110434901	181.210523576941
10	04	01	50	180.38981747	03	1	3	5									200601104349	20060110434901	181.210523576941
10	01	01	50	154.91236067	01	1	69	2	1	2	2	02		302	3	2	200601104350	20060110435001	155.407623934683
10	02	01	50	154.91236067	02	2	54	2	2	2	2	02		100	1	0	200601104350	20060110435001	155.407623934683
10	03	01	50	154.91236067	03	1	19	5	1	2	2	02		611	6	11	200601104350	20060110435001	155.407623934683
10	04	01	50	154.91236067	03	1	28	4	1	2	2	01		409	4	9	200601104350	20060110435001	155.407623934683
10	01	01	50	156.42979734	01	1	73	3	1	2	2	11		303	3	3	200601104351	20060110435101	156.73612917218
10	01	01	50	163.13249663	01	1	26	2	1	2	2	01		611	6	11	200601104352	20060110435201	163.423170194136
10	02	01	50	163.13249663	02	2	24	2	1	1			1	501	5	1	200601104352	20060110435201	163.423170194136
10	01	01	50	172.57174661	01	2	40	2	1	2	2	01		408	4	8	200601104353	20060110435301	172.017527118087
10	02	01	50	172.57174661	02	1	42	2	1	2	2	01		611	6	11	200601104353	20060110435301	172.017527118087
10	03	01	50	172.57174661	03	1	20	5	1	1			1	501	5	1	200601104353	20060110435301	172.017527118087
10	04	01	50	172.57174661	03	1	17	5	1	2	2	11		611	6	11	200601104353	20060110435301	172.017527118087
10	05	01	50	172.57174661	03	1	13	5	1	1			1	406	4	6	200601104353	20060110435301	172.017527118087
10	06	01	50	172.57174661	03	2	10	5	1	1			1	304	3	4	200601104353	20060110435301	172.017527118087
10	07	01	50	172.57174661	06	2	68	4	1	2	2	07		303	3	3	200601104353	20060110435301	172.017527118087
10	01	01	50	152.01838089	01	1	37	1	1	2	2	01		502	5	2	200601104354	20060110435401	152.407486291636
10	02	01	50	152.01838089	02	2	37	1	1	2	2	07		611	6	11	200601104354	20060110435401	152.407486291636
10	01	01	50	152.55993744	01	2	42	4	1	2	2	11		505	5	5	200601104355	20060110435501	151.869636702177
10	02	01	50	152.55993744	03	2	17	5	1	1			2	501	5	1	200601104355	20060110435501	151.869636702177
10	01	01	50	152.01838089	01	1	41	1	1	2	2	01		610	6	10	200601104356	20060110435601	152.407486291636
10	02	01	50	152.01838089	02	2	37	1	1	2	2	01		611	6	11	200601104356	20060110435601	152.407486291636
10	01	01	50	129.77539014	01	1	55	1	1	2	2	01		611	6	11	200601104357	20060110435701	129.773818550421
10	02	01	50	129.77539014	02	2	45	1	1	2	2	07		611	6	11	200601104357	20060110435701	129.773818550421
10	01	01	50	123.43523661	01	1	48	2	1	2	2	01		305	3	5	200601104358	20060110435801	123.139375146094
10	02	01	50	123.43523661	02	2	46	2	1	2	2	07		305	3	5	200601104358	20060110435801	123.139375146094
10	03	01	50	123.43523661	03	2	25	5	2	2	2	11		100	1	0	200601104358	20060110435801	123.139375146094
10	04	01	50	123.43523661	03	2	22	5	1	1			1	504	5	4	200601104358	20060110435801	123.139375146094
10	01	01	50	169.1910139	01	2	46	4	1	2	2	07		305	3	5	200601104359	20060110435901	168.82068477036
10	02	01	50	169.1910139	03	1	10	5	1	1			1	304	3	4	200601104359	20060110435901	168.82068477036
10	03	01	50	169.1910139	03	2	23	4	1	2	2	02		611	6	11	200601104359	20060110435901	168.82068477036
10	01	01	50	149.74488086	01	1	53	1	1	2	2	01		408	4	8	200601104360	20060110436001	149.569145664906
10	02	01	50	149.74488086	02	2	42	1	1	2	2	02		406	4	6	200601104360	20060110436001	149.569145664906
10	03	01	50	149.74488086	03	1	23	5	1	2	2	02		611	6	11	200601104360	20060110436001	149.569145664906
10	04	01	50	149.74488086	03	2	12	5	1	1			1	406	4	6	200601104360	20060110436001	149.569145664906
10	01	01	50	148.30226966	01	1	31	1	1	2	2	01		611	6	11	200601104361	20060110436101	148.566518358305
10	02	01	50	148.30226966	02	2	21	1	1	2	2	01		611	6	11	200601104361	20060110436101	148.566518358305
10	01	01	50	131.46192228	01	1	40	1	1	2	2	01		409	4	9	200601104362	20060110436201	131.308231769396
10	02	01	50	131.46192228	02	2	35	1	1	2	2	07		611	6	11	200601104362	20060110436201	131.308231769396
10	03	01	50	131.46192228	03	1	17	5	1	1			1	610	6	10	200601104362	20060110436201	131.308231769396
10	04	01	50	131.46192228	03	2	15	5	1	1			1	610	6	10	200601104362	20060110436201	131.308231769396
10	05	01	50	131.46192228	03	2	12	5	1	1			1	406	4	6	200601104362	20060110436201	131.308231769396
10	06	01	50	131.46192228	03	2	10	5	1	1			1	400	4	0	200601104362	20060110436201	131.308231769396
10	07	01	50	131.46192228	07	1	64	4	1	2	2	11		304	3	4	200601104362	20060110436201	131.308231769396
10	01	01	50	135.86875314	01	1	45	2	1	2	2	01		304	3	4	200601104363	20060110436301	135.852946752199
10	02	01	50	135.86875314	02	2	43	2	1	2	2	07		407	4	7	200601104363	20060110436301	135.852946752199
10	03	01	50	135.86875314	03	2	24	5	1	2	2	02		611	6	11	200601104363	20060110436301	135.852946752199
10	01	01	50	148.30226966	01	1	29	1	1	2	2	01		611	6	11	200601104364	20060110436401	148.566518358305
10	02	01	50	148.30226966	02	2	19	1	1	2	2	07		611	6	11	200601104364	20060110436401	148.566518358305
10	01	01	50	182.57481749	01	1	54	2	1	2	2	01		407	4	7	200601104365	20060110436501	183.025837855303
10	02	01	50	182.57481749	02	2	54	2	1	2	2	07		407	4	7	200601104365	20060110436501	183.025837855303
10	03	01	50	182.57481749	03	1	24	5	1	2	2	01		611	6	11	200601104365	20060110436501	183.025837855303
10	04	01	50	182.57481749	05	1	0	5									200601104365	20060110436501	183.025837855303
10	01	01	50	149.74488086	01	1	42	1	1	2	2	01		611	6	11	200601104366	20060110436601	149.569145664906
10	02	01	50	149.74488086	02	2	40	1	1	2	2	02		611	6	11	200601104366	20060110436601	149.569145664906
10	03	01	50	149.74488086	03	1	18	5	1	2	2	02		611	6	11	200601104366	20060110436601	149.569145664906
10	04	01	50	149.74488086	03	2	16	5	1	2	2	02		611	6	11	200601104366	20060110436601	149.569145664906
10	01	01	50	135.21858505	01	2	67	5	2	2	2	11		100	1	0	200601104367	20060110436701	134.727703643221
10	01	01	50	173.20732098	01	2	40	1	1	2	2	07		305	3	5	200601104368	20060110436801	173.054411502259
