Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	03	01	76	752.54827944	03	1	8	5	1	1			2	302	3	2	200601108072	20060110807201	754.137054431907
10	04	01	76	752.54827944	03	1	6	5	2	1			2	300	3	0	200601108072	20060110807201	754.137054431907
10	01	01	76	608.4837227	01	1	52	1	1	2	2	11		501	5	1	200601108073	20060110807301	610.76342280065
10	02	01	76	608.4837227	02	2	46	1	1	2	2	01		505	5	5	200601108073	20060110807301	610.76342280065
10	01	01	76	705.36039419	01	1	40	1	1	2	2	02		407	4	7	200601108074	20060110807401	703.633136241963
10	02	01	76	705.36039419	02	2	42	1	1	2	2	07		408	4	8	200601108074	20060110807401	703.633136241963
10	03	01	76	705.36039419	03	1	17	5	1	1			2	408	4	8	200601108074	20060110807401	703.633136241963
10	04	01	76	705.36039419	03	2	14	5	1	1			1	407	4	7	200601108074	20060110807401	703.633136241963
10	05	01	76	705.36039419	03	2	0	5									200601108074	20060110807401	703.633136241963
10	01	01	76	680.87676022	01	1	42	2	1	2	2	01		611	6	11	200601108075	20060110807501	680.352880773425
10	02	01	76	680.87676022	02	2	39	2	1	2	2	07		611	6	11	200601108075	20060110807501	680.352880773425
10	03	01	76	680.87676022	03	2	14	5	1	1			1	408	4	8	200601108075	20060110807501	680.352880773425
10	04	01	76	680.87676022	03	2	9	5	1	1			1	303	3	3	200601108075	20060110807501	680.352880773425
10	05	01	76	680.87676022	03	2	6	5	2	1			1	300	3	0	200601108075	20060110807501	680.352880773425
10	06	01	76	680.87676022	07	1	69	4	2	2	2	11		305	3	5	200601108075	20060110807501	680.352880773425
10	01	01	76	801.1012898	01	1	30	2	1	2	2	01		611	6	11	200601108076	20060110807601	800.16403772456
10	02	01	76	801.1012898	02	2	24	2	1	2	2	02		611	6	11	200601108076	20060110807601	800.16403772456
10	03	01	76	801.1012898	03	1	0	5									200601108076	20060110807601	800.16403772456
10	04	01	76	801.1012898	09	2	36	5	1	2	2	01		611	6	11	200601108076	20060110807601	800.16403772456
10	05	01	76	801.1012898	09	2	6	5	1	1			1	301	3	1	200601108076	20060110807601	800.16403772456
10	01	01	76	588.846907	01	2	53	3	1	2	2	11		305	3	5	200601108077	20060110807701	588.114239778622
10	02	01	76	588.846907	09	2	20	5	1	1			1	502	5	2	200601108077	20060110807701	588.114239778622
10	01	01	76	519.57874501	01	1	73	4	1	2	2	11		408	4	8	200601108078	20060110807801	520.6662311674
10	01	01	76	740.28773557	01	1	37	2	1	2	2	02		611	6	11	200601108079	20060110807901	739.68683974396
10	02	01	76	740.28773557	02	2	30	2	1	2	2	02		611	6	11	200601108079	20060110807901	739.68683974396
10	03	01	76	740.28773557	03	2	14	5	1	1			1	407	4	7	200601108079	20060110807901	739.68683974396
10	04	01	76	740.28773557	03	2	6	5	1	1			2	301	3	1	200601108079	20060110807901	739.68683974396
10	01	01	76	764.98995195	01	1	37	2	1	2	2	01		611	6	11	200601108080	20060110808001	762.559705044169
10	02	01	76	764.98995195	02	2	38	2	1	2	2	07		611	6	11	200601108080	20060110808001	762.559705044169
10	03	01	76	764.98995195	03	2	17	5	1	1			1	408	4	8	200601108080	20060110808001	762.559705044169
10	04	01	76	764.98995195	03	2	15	5	1	1			1	407	4	7	200601108080	20060110808001	762.559705044169
10	05	01	76	764.98995195	03	2	7	5	1	1			1	301	3	1	200601108080	20060110808001	762.559705044169
10	01	01	76	788.7262115	01	1	39	2	1	2	2	02		611	6	11	200601108081	20060110808101	789.603888317818
10	02	01	76	788.7262115	02	2	38	2	1	2	2	02		611	6	11	200601108081	20060110808101	789.603888317818
10	03	01	76	788.7262115	03	2	8	5	1	1			1	303	3	3	200601108081	20060110808101	789.603888317818
10	04	01	76	788.7262115	03	1	2	5									200601108081	20060110808101	789.603888317818
10	01	01	76	622.61014628	01	2	39	1	1	2	2	06		611	6	11	200601108082	20060110808201	620.036853887697
10	02	01	76	622.61014628	03	2	17	5	1	1			2	500	5	0	200601108082	20060110808201	620.036853887697
10	03	01	76	622.61014628	03	2	16	5	1	1			2	610	6	10	200601108082	20060110808201	620.036853887697
10	01	01	76	549.46775757	01	2	55	4	1	2	2	11		304	3	4	200601108083	20060110808301	551.81170150349
10	02	01	76	549.46775757	03	2	30	5	1	2	2	01		505	5	5	200601108083	20060110808301	551.81170150349
10	03	01	76	549.46775757	03	2	28	5	1	2	2	02		611	6	11	200601108083	20060110808301	551.81170150349
10	04	01	76	549.46775757	05	2	8	5	1	1			2	303	3	3	200601108083	20060110808301	551.81170150349
10	05	01	76	549.46775757	03	2	26	5	1	2	2	01		504	5	4	200601108083	20060110808301	551.81170150349
10	01	01	76	712.28352421	01	1	36	1	1	2	2	01		611	6	11	200601108084	20060110808401	713.562124183548
10	02	01	76	712.28352421	02	2	35	1	1	2	2	11		503	5	3	200601108084	20060110808401	713.562124183548
10	03	01	76	712.28352421	03	2	10	5	1	1			2	304	3	4	200601108084	20060110808401	713.562124183548
10	04	01	76	712.28352421	03	2	3	5									200601108084	20060110808401	713.562124183548
10	05	01	76	712.28352421	12	2	43	5	1	2	2	02		611	6	11	200601108084	20060110808401	713.562124183548
10	01	01	76	683.88833151	01	1	51	2	1	2	2	01		611	6	11	200601108085	20060110808501	685.65327443522
10	02	01	76	683.88833151	02	2	51	2	1	2	2	06		305	3	5	200601108085	20060110808501	685.65327443522
10	03	01	76	683.88833151	03	2	19	5	1	2	2	01		611	6	11	200601108085	20060110808501	685.65327443522
10	01	02	76	683.88833151	01	1	29	2	1	2	2	01		611	6	11	200601108085	20060110808502	685.65327443522
10	02	02	76	683.88833151	02	2	25	2	1	2	2	07		611	6	11	200601108085	20060110808502	685.65327443522
10	03	02	76	683.88833151	03	2	3	5									200601108085	20060110808502	685.65327443522
10	01	01	76	584.10508958	01	1	70	2	2	2	2	11		305	3	5	200601108086	20060110808601	584.128289429492
10	02	01	76	584.10508958	02	2	64	2	1	2	2	11		505	5	5	200601108086	20060110808601	584.128289429492
10	03	01	76	584.10508958	05	1	23	5	1	1			1	503	5	3	200601108086	20060110808601	584.128289429492
10	01	01	76	734.41499628	01	2	62	5	1	2	2	11		406	4	6	200601108087	20060110808701	735.644246965526
10	02	01	76	734.41499628	08	2	61	5	1	2	2	11		407	4	7	200601108087	20060110808701	735.644246965526
10	03	01	76	734.41499628	09	2	43	5	1	2	2	06		611	6	11	200601108087	20060110808701	735.644246965526
10	01	01	76	552.88957169	01	1	72	2	1	2	2	11		406	4	6	200601108088	20060110808801	553.9587903806
10	02	01	76	552.88957169	02	2	61	2	1	2	2	11		304	3	4	200601108088	20060110808801	553.9587903806
10	01	01	76	695.13888385	01	1	35	2	1	2	2	01		611	6	11	200601108089	20060110808901	694.888643935136
10	02	01	76	695.13888385	02	2	38	2	1	2	2	02		502	5	2	200601108089	20060110808901	694.888643935136
10	03	01	76	695.13888385	03	1	13	5	1	1			2	407	4	7	200601108089	20060110808901	694.888643935136
10	04	01	76	695.13888385	03	1	9	5	1	1			2	303	3	3	200601108089	20060110808901	694.888643935136
10	05	01	76	695.13888385	03	2	1	5									200601108089	20060110808901	694.888643935136
10	01	01	76	694.66208768	01	1	38	1	1	2	2	01		611	6	11	200601108090	20060110809001	696.128653717618
10	02	01	76	694.66208768	02	2	30	1	1	2	2	07		305	3	5	200601108090	20060110809001	696.128653717618
10	03	01	76	694.66208768	03	1	7	5	2	2	2	11		100	1	0	200601108090	20060110809001	696.128653717618
10	04	01	76	694.66208768	03	1	2	5									200601108090	20060110809001	696.128653717618
10	01	01	76	764.84394357	01	1	27	2	1	2	2	01		504	5	4	200601108091	20060110809101	763.264521006062
10	02	01	76	764.84394357	02	2	18	2	1	2	2	07		611	6	11	200601108091	20060110809101	763.264521006062
10	03	01	76	764.84394357	03	2	0	5									200601108091	20060110809101	763.264521006062
10	01	01	76	832.78203638	01	2	73	5	1	2	2	11		611	6	11	200601108092	20060110809201	832.931765606688
10	02	01	76	832.78203638	08	2	78	5	1	2	2	11		999	9	99	200601108092	20060110809201	832.931765606688
10	03	01	76	832.78203638	11	2	76	3	1	2	2	11		999	9	99	200601108092	20060110809201	832.931765606688
10	01	01	76	391.63594594	01	1	65	2	1	2	2	11		409	4	9	200601108093	20060110809301	393.108425448592
10	02	01	76	391.63594594	02	2	66	2	1	2	2	07		409	4	9	200601108093	20060110809301	393.108425448592
10	03	01	76	391.63594594	03	2	32	5	1	2	2	02		505	5	5	200601108093	20060110809301	393.108425448592
10	04	01	76	391.63594594	03	2	38	4	1	2	2	02		611	6	11	200601108093	20060110809301	393.108425448592
10	05	01	76	391.63594594	05	2	15	5	1	1			1	407	4	7	200601108093	20060110809301	393.108425448592
10	01	01	76	699.44346511	01	2	70	5	1	2	2	11		305	3	5	200601108094	20060110809401	700.643448269914
10	02	01	76	699.44346511	08	2	80	5	1	2	2	11		305	3	5	200601108094	20060110809401	700.643448269914
10	03	01	76	699.44346511	08	2	76	3	1	2	2	11		305	3	5	200601108094	20060110809401	700.643448269914
10	04	01	76	699.44346511	11	1	73	5	1	2	2	11		305	3	5	200601108094	20060110809401	700.643448269914
10	01	01	76	686.22814296	01	2	65	3	1	2	2	11		406	4	6	200601108095	20060110809501	686.247107717374
10	01	01	76	521.93280729	01	2	43	4	1	2	2	01		305	3	5	200601108096	20060110809601	519.45627017622
10	02	01	76	521.93280729	03	1	24	5	1	2	2	02		407	4	7	200601108096	20060110809601	519.45627017622
10	03	01	76	521.93280729	03	1	21	5	1	2	2	11		611	6	11	200601108096	20060110809601	519.45627017622
10	04	01	76	521.93280729	03	1	20	5	1	2	2	02		611	6	11	200601108096	20060110809601	519.45627017622
10	05	01	76	521.93280729	05	1	2	5									200601108096	20060110809601	519.45627017622
10	01	01	76	606.28560441	01	2	46	4	1	2	2	02		407	4	7	200601108097	20060110809701	607.022932023769
10	02	01	76	606.28560441	03	1	26	5	1	2	2	02		611	6	11	200601108097	20060110809701	607.022932023769
10	03	01	76	606.28560441	03	1	21	5	1	2	2	02		611	6	11	200601108097	20060110809701	607.022932023769
10	04	01	76	606.28560441	03	1	9	5	1	1			1	301	3	1	200601108097	20060110809701	607.022932023769
10	01	01	76	419.55100042	01	1	65	5	1	2	2	11		611	6	11	200601108098	20060110809801	421.670473043826
10	02	01	76	419.55100042	08	1	60	5	1	2	2	11		303	3	3	200601108098	20060110809801	421.670473043826
10	03	01	76	419.55100042	08	2	62	5	1	2	2	07		303	3	3	200601108098	20060110809801	421.670473043826
10	01	01	76	891.3731363	01	1	39	2	1	2	2	01		999	9	99	200601108099	20060110809901	888.974972795187
10	02	01	76	891.3731363	02	2	36	2	1	2	2	07		611	6	11	200601108099	20060110809901	888.974972795187
10	03	01	76	891.3731363	03	1	4	5									200601108099	20060110809901	888.974972795187
10	04	01	76	891.3731363	03	2	0	5									200601108099	20060110809901	888.974972795187
10	05	01	76	891.3731363	08	1	28	1	1	2	2	01		611	6	11	200601108099	20060110809901	888.974972795187
10	06	01	76	891.3731363	11	2	22	1	1	2	2	02		610	6	10	200601108099	20060110809901	888.974972795187
10	07	01	76	891.3731363	09	2	3	5									200601108099	20060110809901	888.974972795187
10	08	01	76	891.3731363	08	2	17	5	1	1			2	500	5	0	200601108099	20060110809901	888.974972795187
10	01	01	76	628.17054921	01	1	36	2	1	2	2	02		505	5	5	200601108100	20060110810001	629.956004741194
10	02	01	76	628.17054921	02	2	31	2	1	2	2	11		505	5	5	200601108100	20060110810001	629.956004741194
10	03	01	76	628.17054921	03	1	3	5									200601108100	20060110810001	629.956004741194
10	01	01	76	634.95595745	01	2	55	4	1	2	2	11		504	5	4	200601108101	20060110810101	637.125684709428
10	02	01	76	634.95595745	03	2	28	2	1	2	2	01		505	5	5	200601108101	20060110810101	637.125684709428
10	03	01	76	634.95595745	04	1	32	2	1	2	2	11		506	5	6	200601108101	20060110810101	637.125684709428
10	01	01	76	672.98885052	01	1	42	1	1	2	2	01		611	6	11	200601108102	20060110810201	672.442581585419
10	02	01	76	672.98885052	02	2	33	1	1	2	2	11		505	5	5	200601108102	20060110810201	672.442581585419
10	03	01	76	672.98885052	03	2	17	5	1	2	2	11		611	6	11	200601108102	20060110810201	672.442581585419
10	04	01	76	672.98885052	03	2	3	5									200601108102	20060110810201	672.442581585419
10	01	01	76	561.67901074	01	1	46	1	2	2	1	01		611	6	11	200601108103	20060110810301	563.783355764771
10	02	01	76	561.67901074	02	2	35	1	1	2	2	01		611	6	11	200601108103	20060110810301	563.783355764771
10	01	01	76	425.33862585	01	1	56	2	1	2	2	11		409	4	9	200601108104	20060110810401	428.53881091872
10	02	01	76	425.33862585	02	2	50	2	1	2	2	07		409	4	9	200601108104	20060110810401	428.53881091872
10	03	01	76	425.33862585	03	2	33	2	1	2	2	02		503	5	3	200601108104	20060110810401	428.53881091872
10	04	01	76	425.33862585	04	1	40	2	1	2	2	02		503	5	3	200601108104	20060110810401	428.53881091872
10	05	01	76	425.33862585	05	2	10	5	1	1			2	304	3	4	200601108104	20060110810401	428.53881091872
10	01	01	76	653.53410379	01	1	53	4	1	2	2	11		506	5	6	200601108105	20060110810501	654.605295185415
10	01	01	76	495.73254862	01	2	47	4	1	2	2	02		502	5	2	200601108106	20060110810601	497.433548907852
10	02	01	76	495.73254862	03	1	10	5	1	1			1	304	3	4	200601108106	20060110810601	497.433548907852
10	03	01	76	495.73254862	08	2	46	5	1	2	2	02		505	5	5	200601108106	20060110810601	497.433548907852
10	01	01	76	539.79406595	01	2	51	4	1	2	2	11		100	1	0	200601108107	20060110810701	540.850283047346
10	02	01	76	539.79406595	03	1	26	5	1	1			1	502	5	2	200601108107	20060110810701	540.850283047346
10	03	01	76	539.79406595	03	1	24	5	1	2	2	02		611	6	11	200601108107	20060110810701	540.850283047346
10	01	01	76	672.63335618	01	1	67	1	1	2	2	11		611	6	11	200601108108	20060110810801	672.499562201491
10	02	01	76	672.63335618	02	2	42	1	1	2	2	01		611	6	11	200601108108	20060110810801	672.499562201491
10	01	02	76	672.63335618	01	1	28	2	1	2	2	01		302	3	2	200601108108	20060110810802	672.499562201491
10	02	02	76	672.63335618	02	2	22	2	1	2	2	07		303	3	3	200601108108	20060110810802	672.499562201491
10	03	02	76	672.63335618	03	1	7	5	1	1			2	301	3	1	200601108108	20060110810802	672.499562201491
10	04	02	76	672.63335618	03	1	5	5	2	1			2	200	2	0	200601108108	20060110810802	672.499562201491
10	05	02	76	672.63335618	03	2	1	5									200601108108	20060110810802	672.499562201491
10	01	01	76	635.17207867	01	1	57	2	1	2	2	11		305	3	5	200601108109	20060110810901	635.043106517356
10	02	01	76	635.17207867	02	2	56	2	1	2	2	07		305	3	5	200601108109	20060110810901	635.043106517356
10	03	01	76	635.17207867	03	2	20	2	1	1			2	503	5	3	200601108109	20060110810901	635.043106517356
10	04	01	76	635.17207867	04	1	22	2	1	2	2	01		505	5	5	200601108109	20060110810901	635.043106517356
10	01	02	76	635.17207867	01	1	36	2	1	2	2	01		611	6	11	200601108109	20060110810902	635.043106517356
10	02	02	76	635.17207867	02	2	31	2	1	2	2	07		611	6	11	200601108109	20060110810902	635.043106517356
10	03	02	76	635.17207867	03	1	9	5	1	1			1	303	3	3	200601108109	20060110810902	635.043106517356
10	04	02	76	635.17207867	03	1	0	5									200601108109	20060110810902	635.043106517356
10	01	01	76	507.499831	01	1	52	2	1	2	2	11		611	6	11	200601108110	20060110811001	510.806156221885
10	02	01	76	507.499831	02	2	54	2	1	2	2	11		305	3	5	200601108110	20060110811001	510.806156221885
10	03	01	76	507.499831	03	2	34	5	1	1			1	504	5	4	200601108110	20060110811001	510.806156221885
10	04	01	76	507.499831	03	1	32	5	1	2	2	02		611	6	11	200601108110	20060110811001	510.806156221885
10	05	01	76	507.499831	03	2	17	5	1	1			1	610	6	10	200601108110	20060110811001	510.806156221885
10	06	01	76	507.499831	03	2	25	4	1	2	2	07		406	4	6	200601108110	20060110811001	510.806156221885
10	07	01	76	507.499831	05	1	1	5									200601108110	20060110811001	510.806156221885
10	01	01	76	473.82363353	01	1	74	2	1	2	2	11		305	3	5	200601108111	20060110811101	475.092290611011
10	02	01	76	473.82363353	02	2	63	2	1	2	2	07		305	3	5	200601108111	20060110811101	475.092290611011
10	03	01	76	473.82363353	03	2	45	5	1	2	2	01		611	6	11	200601108111	20060110811101	475.092290611011
10	04	01	76	473.82363353	03	2	46	4	1	2	2	01		611	6	11	200601108111	20060110811101	475.092290611011
10	05	01	76	473.82363353	05	1	25	5	1	2	2	01		611	6	11	200601108111	20060110811101	475.092290611011
10	06	01	76	473.82363353	05	1	24	1	1	2	2	01		611	6	11	200601108111	20060110811101	475.092290611011
10	07	01	76	473.82363353	11	2	21	1	1	2	2	01		611	6	11	200601108111	20060110811101	475.092290611011
10	08	01	76	473.82363353	05	1	0	5									200601108111	20060110811101	475.092290611011
10	09	01	76	473.82363353	03	2	26	2	1	2	2	06		611	6	11	200601108111	20060110811101	475.092290611011
10	10	01	76	473.82363353	05	2	5	5	2	1			1	200	2	0	200601108111	20060110811101	475.092290611011
10	01	01	76	584.40065962	01	1	36	1	1	2	2	01		305	3	5	200601108112	20060110811201	584.089859306344
10	02	01	76	584.40065962	02	2	35	1	1	2	2	06		610	6	10	200601108112	20060110811201	584.089859306344
10	03	01	76	584.40065962	03	1	15	5	1	2	2	06		408	4	8	200601108112	20060110811201	584.089859306344
10	04	01	76	584.40065962	03	1	13	5	1	1			1	400	4	0	200601108112	20060110811201	584.089859306344
10	05	01	76	584.40065962	03	1	10	5	1	1			1	304	3	4	200601108112	20060110811201	584.089859306344
10	01	01	76	742.4822026	01	1	43	1	1	2	2	01		610	6	10	200601108113	20060110811301	741.571458071119
10	02	01	76	742.4822026	02	2	24	1	1	2	2	07		611	6	11	200601108113	20060110811301	741.571458071119
10	03	01	76	742.4822026	03	1	7	5	1	1			1	301	3	1	200601108113	20060110811301	741.571458071119
10	01	01	76	726.8110505	01	2	64	4	2	2	2	11		302	3	2	200601108114	20060110811401	727.947624130072
10	02	01	76	726.8110505	03	1	39	4	1	2	2	02		303	3	3	200601108114	20060110811401	727.947624130072
10	01	01	76	726.8110505	01	2	67	4	1	2	2	11		305	3	5	200601108115	20060110811501	727.947624130072
10	02	01	76	726.8110505	03	1	43	5	1	2	2	06		407	4	7	200601108115	20060110811501	727.947624130072
10	01	01	76	599.07493623	01	1	54	2	1	2	2	11		305	3	5	200601108116	20060110811601	601.318243155316
10	02	01	76	599.07493623	02	2	49	2	1	2	2	11		305	3	5	200601108116	20060110811601	601.318243155316
10	03	01	76	599.07493623	03	1	29	5	1	2	2	02		505	5	5	200601108116	20060110811601	601.318243155316
10	04	01	76	599.07493623	03	1	27	5	1	1			1	504	5	4	200601108116	20060110811601	601.318243155316
10	05	01	76	599.07493623	03	1	24	5	1	1			2	503	5	3	200601108116	20060110811601	601.318243155316
10	06	01	76	599.07493623	03	1	20	5	1	1			2	501	5	1	200601108116	20060110811601	601.318243155316
10	01	01	76	795.96961111	01	2	73	3	1	2	2	11		305	3	5	200601108117	20060110811701	799.52374691836
10	02	01	76	795.96961111	03	2	43	5	1	2	2	11		406	4	6	200601108117	20060110811701	799.52374691836
10	03	01	76	795.96961111	03	2	39	2	1	2	2	06		611	6	11	200601108117	20060110811701	799.52374691836
10	04	01	76	795.96961111	04	1	49	2	1	2	2	01		999	9	99	200601108117	20060110811701	799.52374691836
10	05	01	76	795.96961111	03	2	34	2	1	2	2	01		611	6	11	200601108117	20060110811701	799.52374691836
10	06	01	76	795.96961111	04	1	34	2	1	2	2	01		611	6	11	200601108117	20060110811701	799.52374691836
10	07	01	76	795.96961111	05	2	5	5	2	1			1	200	2	0	200601108117	20060110811701	799.52374691836
10	08	01	76	795.96961111	05	2	2	5									200601108117	20060110811701	799.52374691836
10	09	01	76	795.96961111	09	2	29	1	1	2	2	02		611	6	11	200601108117	20060110811701	799.52374691836
10	10	01	76	795.96961111	11	1	38	1	1	2	2	01		100	1	0	200601108117	20060110811701	799.52374691836
10	11	01	76	795.96961111	09	2	10	5	1	1			1	304	3	4	200601108117	20060110811701	799.52374691836
10	12	01	76	795.96961111	09	2	6	5	2	1			1	300	3	0	200601108117	20060110811701	799.52374691836
10	01	01	76	991.58058646	01	2	73	3	2	2	2	11		100	1	0	200601108118	20060110811801	985.372266640592
10	02	01	76	991.58058646	03	2	39	5	1	2	2	07		409	4	9	200601108118	20060110811801	985.372266640592
10	03	01	76	991.58058646	05	2	15	5	1	1			1	610	6	10	200601108118	20060110811801	985.372266640592
10	04	01	76	991.58058646	03	2	34	2	1	2	2	02		611	6	11	200601108118	20060110811801	985.372266640592
10	05	01	76	991.58058646	05	1	9	5	1	1			1	304	3	4	200601108118	20060110811801	985.372266640592
10	06	01	76	991.58058646	05	1	1	5									200601108118	20060110811801	985.372266640592
10	07	01	76	991.58058646	05	2	14	5	1	1			1	610	6	10	200601108118	20060110811801	985.372266640592
10	08	01	76	991.58058646	05	1	13	5	1	1			1	406	4	6	200601108118	20060110811801	985.372266640592
10	09	01	76	991.58058646	05	2	11	5	1	1			1	406	4	6	200601108118	20060110811801	985.372266640592
10	10	01	76	991.58058646	05	2	10	5	1	1			1	304	3	4	200601108118	20060110811801	985.372266640592
10	11	01	76	991.58058646	05	2	8	5	1	1			1	302	3	2	200601108118	20060110811801	985.372266640592
10	12	01	76	991.58058646	05	1	7	5	1	1			1	302	3	2	200601108118	20060110811801	985.372266640592
10	01	01	76	458.03266502	01	1	75	2	1	2	2	11		611	6	11	200601108119	20060110811901	460.180623450679
10	02	01	76	458.03266502	02	2	62	2	1	2	2	11		303	3	3	200601108119	20060110811901	460.180623450679
10	03	01	76	458.03266502	03	2	43	5	1	2	2	11		505	5	5	200601108119	20060110811901	460.180623450679
10	04	01	76	458.03266502	03	2	33	5	1	2	2	01		611	6	11	200601108119	20060110811901	460.180623450679
10	05	01	76	458.03266502	03	2	4	5									200601108119	20060110811901	460.180623450679
10	01	01	76	731.69810525	01	1	53	1	1	2	2	01		408	4	8	200601108120	20060110812001	735.050100501534
10	02	01	76	731.69810525	02	2	34	1	1	2	2	07		408	4	8	200601108120	20060110812001	735.050100501534
10	03	01	76	731.69810525	03	2	4	5									200601108120	20060110812001	735.050100501534
10	01	02	76	731.69810525	01	1	26	5	1	2	2	01		303	3	3	200601108120	20060110812002	735.050100501534
10	01	03	76	731.69810525	01	1	50	1	1	2	2	01		409	4	9	200601108120	20060110812003	735.050100501534
10	01	01	76	650.53229017	01	1	29	1	1	2	2	01		408	4	8	200601108121	20060110812101	651.649067676138
10	02	01	76	650.53229017	02	2	25	1	1	2	2	02		611	6	11	200601108121	20060110812101	651.649067676138
10	03	01	76	650.53229017	03	2	4	5									200601108121	20060110812101	651.649067676138
10	01	01	76	575.34613203	01	2	66	2	1	2	2	11		305	3	5	200601108122	20060110812201	574.75230428988
10	02	01	76	575.34613203	02	1	63	2	1	2	2	11		409	4	9	200601108122	20060110812201	574.75230428988
10	03	01	76	575.34613203	05	2	12	5	1	1			2	406	4	6	200601108122	20060110812201	574.75230428988
10	01	01	76	454.72586656	01	1	57	1	1	2	2	06		305	3	5	200601108123	20060110812301	454.727161209241
10	02	01	76	454.72586656	02	2	52	1	1	2	2	11		408	4	8	200601108123	20060110812301	454.727161209241
10	03	01	76	454.72586656	03	1	21	5	1	1			1	501	5	1	200601108123	20060110812301	454.727161209241
10	04	01	76	454.72586656	05	2	10	5	1	1			2	303	3	3	200601108123	20060110812301	454.727161209241
10	01	01	76	608.69183219	01	1	64	2	1	2	2	11		303	3	3	200601108124	20060110812401	612.710532761775
10	02	01	76	608.69183219	02	2	56	2	1	2	2	11		303	3	3	200601108124	20060110812401	612.710532761775
10	03	01	76	608.69183219	03	1	29	5	1	2	2	11		502	5	2	200601108124	20060110812401	612.710532761775
10	04	01	76	608.69183219	03	2	31	2	1	2	2	08		504	5	4	200601108124	20060110812401	612.710532761775
10	05	01	76	608.69183219	04	1	43	2	1	2	2	11		999	9	99	200601108124	20060110812401	612.710532761775
10	06	01	76	608.69183219	05	1	6	5	1	1			1	300	3	0	200601108124	20060110812401	612.710532761775
10	01	01	76	306.47559812	01	2	55	3	1	2	2	06		305	3	5	200601108125	20060110812501	306.452389386359
10	02	01	76	306.47559812	03	2	39	4	1	2	2	06		408	4	8	200601108125	20060110812501	306.452389386359
10	03	01	76	306.47559812	03	2	34	1	1	2	2	02		610	6	10	200601108125	20060110812501	306.452389386359
10	04	01	76	306.47559812	04	1	21	1	1	2	2	01		407	4	7	200601108125	20060110812501	306.452389386359
10	05	01	76	306.47559812	05	2	6	5	1	1			2	301	3	1	200601108125	20060110812501	306.452389386359
10	01	02	76	306.47559812	01	1	52	1	1	2	2	01		611	6	11	200601108125	20060110812502	306.452389386359
10	02	02	76	306.47559812	02	2	60	1	1	2	2	07		305	3	5	200601108125	20060110812502	306.452389386359
10	01	03	76	306.47559812	01	1	85	4	1	2	2	11		611	6	11	200601108125	20060110812503	306.452389386359
10	01	04	76	306.47559812	01	1	68	1	1	2	2	02		407	4	7	200601108125	20060110812504	306.452389386359
10	02	04	76	306.47559812	02	2	48	1	1	2	2	01		303	3	3	200601108125	20060110812504	306.452389386359
10	03	04	76	306.47559812	03	2	9	5	1	1			2	304	3	4	200601108125	20060110812504	306.452389386359
10	01	05	76	306.47559812	01	1	59	4	1	2	2	11		302	3	2	200601108125	20060110812505	306.452389386359
10	02	05	76	306.47559812	03	1	24	5	1	2	2	01		408	4	8	200601108125	20060110812505	306.452389386359
10	03	05	76	306.47559812	03	2	17	5	1	1			1	610	6	10	200601108125	20060110812505	306.452389386359
10	01	01	76	502.51795686	01	2	69	3	1	2	2	07		305	3	5	200601108126	20060110812601	504.603228876086
10	02	01	76	502.51795686	03	2	33	5	1	2	2	01		611	6	11	200601108126	20060110812601	504.603228876086
10	03	01	76	502.51795686	03	2	28	5	1	2	2	01		505	5	5	200601108126	20060110812601	504.603228876086
10	01	01	76	521.66771875	01	2	51	4	1	2	2	11		502	5	2	200601108127	20060110812701	519.943280543928
10	02	01	76	521.66771875	03	2	23	5	1	1			1	503	5	3	200601108127	20060110812701	519.943280543928
10	03	01	76	521.66771875	03	1	21	5	1	1			2	504	5	4	200601108127	20060110812701	519.943280543928
10	01	01	76	562.25062629	01	1	51	2	1	2	2	01		505	5	5	200601108128	20060110812801	561.643796956626
10	02	01	76	562.25062629	02	2	47	2	1	2	2	07		611	6	11	200601108128	20060110812801	561.643796956626
10	03	01	76	562.25062629	03	2	23	5	1	2	2	11		505	5	5	200601108128	20060110812801	561.643796956626
10	04	01	76	562.25062629	03	1	14	5	1	1			2	408	4	8	200601108128	20060110812801	561.643796956626
10	01	01	76	552.88957169	01	1	88	2	1	2	2	11		301	3	1	200601108129	20060110812901	553.9587903806
10	02	01	76	552.88957169	02	2	81	2	2	2	2	11		100	1	0	200601108129	20060110812901	553.9587903806
10	01	01	76	584.13557109	01	1	28	5	1	2	2	02		611	6	11	200601108130	20060110813001	584.576869674052
10	02	01	76	584.13557109	06	2	54	4	1	2	2	02		305	3	5	200601108130	20060110813001	584.576869674052
10	03	01	76	584.13557109	08	2	20	5	1	2	2	02		611	6	11	200601108130	20060110813001	584.576869674052
10	01	01	76	561.67901074	01	1	42	1	1	2	2	01		610	6	10	200601108131	20060110813101	563.783355764771
10	02	01	76	561.67901074	02	2	42	1	1	2	2	02		611	6	11	200601108131	20060110813101	563.783355764771
10	01	01	76	804.17917905	01	2	81	3	1	2	2	11		303	3	3	200601108132	20060110813201	804.268487326491
10	02	01	76	804.17917905	03	2	62	5	1	2	2	11		303	3	3	200601108132	20060110813201	804.268487326491
10	01	01	76	759.2995669	01	1	44	2	1	2	2	11		611	6	11	200601108133	20060110813301	759.091529526712
