Reg	Orden	Hogar	Area	Fex_c	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	Llave_viv	Llave_hog	Fex_c_2011
50	03	01	73	167.83674064	3	3	2	2	2	2	1	14						200601107660	20060110766001	167.03996992612
50	04	01	73	167.83674064	3	3	2	2	2	2	2							200601107660	20060110766001	167.03996992612
50	01	01	73	150.76930992	1	5	2	2	2	2	2							200601107661	20060110766101	151.178944956911
50	02	01	73	150.76930992	1	4	2	2	2	2	2							200601107661	20060110766101	151.178944956911
50	01	01	73	186.32767354	1	4	1											200601107662	20060110766201	186.122795457049
50	02	01	73	186.32767354	1	4	2	2	2	2	2							200601107662	20060110766201	186.122795457049
50	03	01	73	186.32767354	1	2	2	2	2	1							1	200601107662	20060110766201	186.122795457049
50	04	01	73	186.32767354	1	2	2	2	2	1							1	200601107662	20060110766201	186.122795457049
50	01	01	73	145.29755205	4	5	2	2	2	2	2							200601107663	20060110766301	144.170494439289
50	02	01	73	145.29755205	4	4	2	2	2	2	2							200601107663	20060110766301	144.170494439289
50	03	01	73	145.29755205	4	3	2	2	2	2	1	14						200601107663	20060110766301	144.170494439289
50	04	01	73	145.29755205	4	4	2	2	2	2	1	15						200601107663	20060110766301	144.170494439289
50	01	01	73	111.84079439	2	1												200601107664	20060110766401	112.59933509741
50	02	01	73	111.84079439	2	4	2	2	2	2	2							200601107664	20060110766401	112.59933509741
50	01	01	73	115.94984403	2	5	2	1										200601107665	20060110766501	115.595510931809
50	02	01	73	115.94984403	2	5	2	1										200601107665	20060110766501	115.595510931809
50	03	01	73	115.94984403	2	3	2	2	2	2	2							200601107665	20060110766501	115.595510931809
50	06	01	73	115.94984403	2	5	2	1										200601107665	20060110766501	115.595510931809
50	01	01	73	159.11066133	1	4	2	2	2	2	2							200601107666	20060110766601	158.921112563737
50	01	01	73	134.37998298	1	5	2	2	2	2	1	03	1	1		02	1	200601107667	20060110766701	135.468810584241
50	02	01	73	134.37998298	1	1												200601107667	20060110766701	135.468810584241
50	01	01	73	186.9271618	6	1												200601107668	20060110766801	185.138949079775
50	02	01	73	186.9271618	6	1												200601107668	20060110766801	185.138949079775
50	03	01	73	186.9271618	6	4	2	2	2	1							1	200601107668	20060110766801	185.138949079775
50	04	01	73	186.9271618	6	3	2	2	2	2	2							200601107668	20060110766801	185.138949079775
50	06	01	73	186.9271618	6	4	2	2	2	2	2							200601107668	20060110766801	185.138949079775
50	01	01	73	155.74050942	2	1												200601107669	20060110766901	155.285353204372
50	02	01	73	155.74050942	2	4	2	2	2	2	1	12						200601107669	20060110766901	155.285353204372
50	03	01	73	155.74050942	2	3	2	2	2	2	2							200601107669	20060110766901	155.285353204372
50	01	01	73	85.480426093	2	1												200601107670	20060110767001	85.4487175533475
50	02	01	73	85.480426093	2	4	2	2	2	2	2							200601107670	20060110767001	85.4487175533475
50	03	01	73	85.480426093	2	1												200601107670	20060110767001	85.4487175533475
50	04	01	73	85.480426093	2	1												200601107670	20060110767001	85.4487175533475
50	01	01	73	281.52676631	1	4	2	2	2	2	1	12						200601107671	20060110767101	277.785309848477
50	02	01	73	281.52676631	1	1												200601107671	20060110767101	277.785309848477
50	04	01	73	281.52676631	1	3	2	2	2	2	2							200601107671	20060110767101	277.785309848477
50	05	01	73	281.52676631	1	1												200601107671	20060110767101	277.785309848477
50	01	01	73	149.15928547	2	5	2	2	2	2	2							200601107672	20060110767201	148.226208224749
50	02	01	73	149.15928547	2	4	2	2	2	1							1	200601107672	20060110767201	148.226208224749
50	03	01	73	149.15928547	2	3	2	2	2	2	1	14						200601107672	20060110767201	148.226208224749
50	04	01	73	149.15928547	2	3	2	2	2	1							1	200601107672	20060110767201	148.226208224749
50	07	01	73	149.15928547	2	1												200601107672	20060110767201	148.226208224749
50	01	01	73	188.26993889	1	4	2	2	2	2	1	12						200601107673	20060110767301	188.410545104939
50	01	01	73	164.26337569	1	4	1											200601107674	20060110767401	162.640911953404
50	02	01	73	164.26337569	1	3	2	2	2	2	2							200601107674	20060110767401	162.640911953404
50	01	01	73	140.59689347	1	1												200601107675	20060110767501	139.237092388028
50	02	01	73	140.59689347	1	4	2	2	2	1							1	200601107675	20060110767501	139.237092388028
50	01	01	73	206.26956127	1	1												200601107676	20060110767601	206.312364522416
50	02	01	73	206.26956127	1	4	2	2	2	2	1	09	2		2			200601107676	20060110767601	206.312364522416
50	03	01	73	206.26956127	1	2	2	2	2	1							1	200601107676	20060110767601	206.312364522416
50	04	01	73	206.26956127	1	3	2	2	2	2	2							200601107676	20060110767601	206.312364522416
50	01	01	73	120.4435883	1	4	2	2	2	2	2							200601107677	20060110767701	121.260475953102
50	02	01	73	120.4435883	1	4	2	2	2	2	2							200601107677	20060110767701	121.260475953102
50	01	01	73	196.03667755	2	1												200601107678	20060110767801	196.179584814974
50	02	01	73	196.03667755	2	4	2	2	2	2	2							200601107678	20060110767801	196.179584814974
50	03	01	73	196.03667755	2	1												200601107678	20060110767801	196.179584814974
50	04	01	73	196.03667755	2	2	2	2	2	1							1	200601107678	20060110767801	196.179584814974
50	05	01	73	196.03667755	2	4	2	2	2	2	2							200601107678	20060110767801	196.179584814974
50	01	01	73	113.30043071	1	1												200601107679	20060110767901	112.546448417017
50	02	01	73	113.30043071	1	1												200601107679	20060110767901	112.546448417017
50	03	01	73	113.30043071	1	3	2	2	2	1							1	200601107679	20060110767901	112.546448417017
50	04	01	73	113.30043071	1	4	2	2	2	2	2							200601107679	20060110767901	112.546448417017
50	01	02	73	113.30043071	1	1												200601107679	20060110767902	112.546448417017
50	02	02	73	113.30043071	1	4	2	2	2	1							1	200601107679	20060110767902	112.546448417017
50	01	01	73	167.0571653	2	4	1											200601107680	20060110768001	165.166914085947
50	02	01	73	167.0571653	2	3	2	2	2	1							1	200601107680	20060110768001	165.166914085947
50	03	01	73	167.0571653	2	3	2	2	2	2	2							200601107680	20060110768001	165.166914085947
50	04	01	73	167.0571653	2	3	2	2	2	2	1	14						200601107680	20060110768001	165.166914085947
50	01	01	73	215.39311482	2	1												200601107681	20060110768101	216.403355289764
50	02	01	73	215.39311482	2	4	2	2	2	2	1	12						200601107681	20060110768101	216.403355289764
50	01	01	73	116.66484892	1	4	2	2	2	2	2							200601107682	20060110768201	116.700629819282
50	02	01	73	116.66484892	1	4	2	2	2	1							1	200601107682	20060110768201	116.700629819282
50	01	01	73	167.45372962	1	2	1											200601107683	20060110768301	168.370940183109
50	02	01	73	167.45372962	2	4	2	2	2	1							1	200601107683	20060110768301	168.370940183109
50	01	01	73	143.12512075	3	5	1											200601107684	20060110768401	142.630451517201
50	02	01	73	143.12512075	3	2	2	2	2	1							1	200601107684	20060110768401	142.630451517201
50	03	01	73	143.12512075	3	2	1											200601107684	20060110768401	142.630451517201
50	04	01	73	143.12512075	3	3	2	2	2	1							1	200601107684	20060110768401	142.630451517201
50	01	01	76	517.90912115	2	1												200601107685	20060110768501	517.917210329921
50	02	01	76	517.90912115	2	4	1											200601107685	20060110768501	517.917210329921
50	03	01	76	517.90912115	2	5	1											200601107685	20060110768501	517.917210329921
50	04	01	76	517.90912115	2	3	2	2	2	2	1	13						200601107685	20060110768501	517.917210329921
50	01	01	76	768.39083353	1	4	2	1										200601107686	20060110768601	766.043590634844
50	01	01	76	387.75753193	1	5	2	2	2	2	1	13						200601107687	20060110768701	389.794522015299
50	02	01	76	387.75753193	2	4	2	2	2	2	1	13						200601107687	20060110768701	389.794522015299
50	01	01	76	624.71847863	3	5	2	2	2	1							1	200601107688	20060110768801	626.27738608675
50	02	01	76	624.71847863	3	4	2	2	2	2	2							200601107688	20060110768801	626.27738608675
50	03	01	76	624.71847863	3	1												200601107688	20060110768801	626.27738608675
50	04	01	76	624.71847863	3	4	2	2	1									200601107688	20060110768801	626.27738608675
50	01	01	76	650.53229017	1	1												200601107689	20060110768901	651.649067676138
50	02	01	76	650.53229017	1	1												200601107689	20060110768901	651.649067676138
50	01	01	76	808.97374107	2	1												200601107690	20060110769001	807.744107047542
50	02	01	76	808.97374107	2	4	2	2	2	2	1	12						200601107690	20060110769001	807.744107047542
50	01	01	76	606.28560441	2	1												200601107691	20060110769101	607.022932023769
50	02	01	76	606.28560441	2	1												200601107691	20060110769101	607.022932023769
50	03	01	76	606.28560441	2	3	1											200601107691	20060110769101	607.022932023769
50	01	01	76	571.58753443	1	5	2	2	2	1							1	200601107692	20060110769201	572.726234075873
50	02	01	76	571.58753443	2	4	2	2	2	2	1	13						200601107692	20060110769201	572.726234075873
50	03	01	76	571.58753443	2	1												200601107692	20060110769201	572.726234075873
50	04	01	76	571.58753443	4	5	2	2	2	2	1	03	1	2				200601107692	20060110769201	572.726234075873
50	01	01	76	521.0961032	1	4	2	1										200601107693	20060110769301	522.082839352073
50	01	01	76	993.40725986	7	1												200601107694	20060110769401	987.688759971772
50	02	01	76	993.40725986	7	5	2	2	2	1							1	200601107694	20060110769401	987.688759971772
50	03	01	76	993.40725986	7	3	2	2	2	1							1	200601107694	20060110769401	987.688759971772
50	04	01	76	993.40725986	7	5	2	2	2	2	2							200601107694	20060110769401	987.688759971772
50	07	01	76	993.40725986	7	4	2	2	1									200601107694	20060110769401	987.688759971772
50	01	01	76	555.04573574	1	1												200601107695	20060110769501	559.132818267491
50	02	01	76	555.04573574	1	1												200601107695	20060110769501	559.132818267491
50	04	01	76	555.04573574	1	5	2	2	2	2	2							200601107695	20060110769501	559.132818267491
50	01	02	76	555.04573574	1	1												200601107695	20060110769502	559.132818267491
50	02	02	76	555.04573574	1	1												200601107695	20060110769502	559.132818267491
50	03	02	76	555.04573574	1	3	2	2	2	2	2							200601107695	20060110769502	559.132818267491
50	01	01	76	844.98833017	2	1												200601107696	20060110769601	844.248511368369
50	02	01	76	844.98833017	2	4	2	2	2	2	1	12						200601107696	20060110769601	844.248511368369
50	01	01	76	896.2797858	2	1												200601107697	20060110769701	897.277145815702
50	02	01	76	896.2797858	2	3	2	2	2	2	1	12						200601107697	20060110769701	897.277145815702
50	01	01	76	813.87988215	2	5	2	2	2	1							1	200601107698	20060110769801	811.886886084992
50	02	01	76	813.87988215	2	4	2	2	2	2	1	09	2		2			200601107698	20060110769801	811.886886084992
50	03	01	76	813.87988215	2	1												200601107698	20060110769801	811.886886084992
50	04	01	76	813.87988215	2	3	2	2	2	2	1	10	2		2			200601107698	20060110769801	811.886886084992
50	01	01	76	868.3276096	2	1												200601107699	20060110769901	870.160817147022
50	02	01	76	868.3276096	2	4	2	2	2	1							1	200601107699	20060110769901	870.160817147022
50	01	01	76	959.92379299	1	5	2	2	2	2	1	03	1	2				200601107700	20060110770001	961.838728327843
50	02	01	76	959.92379299	1	4	2	2	2	2	2							200601107700	20060110770001	961.838728327843
50	05	01	76	959.92379299	1	5	2	2	2	2	2							200601107700	20060110770001	961.838728327843
50	01	01	76	767.9766698	2	2	1											200601107701	20060110770101	763.714481426638
50	02	01	76	767.9766698	2	4	1											200601107701	20060110770101	763.714481426638
50	04	01	76	767.9766698	2	1												200601107701	20060110770101	763.714481426638
50	05	01	76	767.9766698	2	5	2	2	2	2	2							200601107701	20060110770101	763.714481426638
50	01	01	76	573.85703222	1	5	1											200601107702	20060110770201	573.745614950776
50	02	01	76	573.85703222	1	1												200601107702	20060110770201	573.745614950776
50	03	01	76	573.85703222	1	3	2	2	2	2	2							200601107702	20060110770201	573.745614950776
50	04	01	76	573.85703222	1	3	2	2	2	2	2							200601107702	20060110770201	573.745614950776
50	05	01	76	573.85703222	1	5	2	2	2	1							1	200601107702	20060110770201	573.745614950776
50	06	01	76	573.85703222	1	4	1											200601107702	20060110770201	573.745614950776
50	01	01	76	752.87502007	2	1												200601107703	20060110770301	753.712802485189
50	02	01	76	752.87502007	2	4	2	2	2	2	2							200601107703	20060110770301	753.712802485189
50	01	01	76	720.53955011	1	4	2	2	2	2	2							200601107704	20060110770401	720.559463103243
50	01	01	76	573.85703222	2	1												200601107705	20060110770501	573.745614950776
50	02	01	76	573.85703222	2	4	2	2	2	2	1	12						200601107705	20060110770501	573.745614950776
50	03	01	76	573.85703222	3	1												200601107705	20060110770501	573.745614950776
50	04	01	76	573.85703222	3	4	1											200601107705	20060110770501	573.745614950776
50	05	01	76	573.85703222	2	3	2	2	2	2	2							200601107705	20060110770501	573.745614950776
50	06	01	76	573.85703222	2	3	2	2	2	2	2							200601107705	20060110770501	573.745614950776
50	01	01	76	729.39519206	1	1												200601107706	20060110770601	730.935086403498
50	02	01	76	729.39519206	1	1												200601107706	20060110770601	730.935086403498
50	01	01	76	530.77214989	1	4	2	2	2	2	2							200601107707	20060110770701	530.964428841265
50	02	01	76	530.77214989	1	1												200601107707	20060110770701	530.964428841265
50	03	01	76	530.77214989	1	1												200601107707	20060110770701	530.964428841265
50	01	02	76	530.77214989	1	1												200601107707	20060110770702	530.964428841265
50	02	02	76	530.77214989	1	4	2	2	2	2	1	05	1	1		02	1	200601107707	20060110770702	530.964428841265
50	01	01	76	563.48088891	1	1												200601107708	20060110770801	564.057938576336
50	02	01	76	563.48088891	1	3	2	2	2	2	2							200601107708	20060110770801	564.057938576336
50	04	01	76	563.48088891	1	4	2	2	2	2	1	10	2		2			200601107708	20060110770801	564.057938576336
50	01	02	76	563.48088891	1	5	2	1										200601107708	20060110770802	564.057938576336
50	02	02	76	563.48088891	2	1												200601107708	20060110770802	564.057938576336
50	01	01	76	706.63829304	2	1												200601107709	20060110770901	706.064710664689
50	02	01	76	706.63829304	2	4	2	2	2	1							1	200601107709	20060110770901	706.064710664689
50	04	01	76	706.63829304	2	5	2	2	2	1							1	200601107709	20060110770901	706.064710664689
50	01	01	76	601.11251037	2	4	1											200601107710	20060110771001	601.11670035827
50	02	01	76	601.11251037	2	4	2	2	1									200601107710	20060110771001	601.11670035827
50	03	01	76	601.11251037	2	5	2	1										200601107710	20060110771001	601.11670035827
50	01	01	76	566.78376924	2	1												200601107711	20060110771101	567.892797199713
50	02	01	76	566.78376924	2	5	2	1										200601107711	20060110771101	567.892797199713
50	03	01	76	566.78376924	2	3	2	2	2	2	2							200601107711	20060110771101	567.892797199713
50	01	01	76	461.10701054	1	5	2	2	2	2	2							200601107712	20060110771201	462.213967154657
50	02	01	76	461.10701054	1	4	1											200601107712	20060110771201	462.213967154657
50	03	01	76	461.10701054	1	1												200601107712	20060110771201	462.213967154657
50	04	01	76	461.10701054	1	5	2	2	2	2	1	10	1	2				200601107712	20060110771201	462.213967154657
50	01	01	76	706.916636	2	1												200601107713	20060110771301	705.553349778596
50	02	01	76	706.916636	2	4	1											200601107713	20060110771301	705.553349778596
50	03	01	76	706.916636	2	3	2	2	2	2	2							200601107713	20060110771301	705.553349778596
50	04	01	76	706.916636	2	3	2	2	2	2	2							200601107713	20060110771301	705.553349778596
50	01	01	76	483.41913129	1	1												200601107714	20060110771401	483.082281114489
50	01	02	76	483.41913129	2	4	2	2	2	1							1	200601107714	20060110771402	483.082281114489
50	02	02	76	483.41913129	2	4	1											200601107714	20060110771402	483.082281114489
50	03	02	76	483.41913129	2	3	2	2	2	2	1	14						200601107714	20060110771402	483.082281114489
50	01	03	76	483.41913129	1	1												200601107714	20060110771403	483.082281114489
50	02	03	76	483.41913129	1	4	1											200601107714	20060110771403	483.082281114489
50	03	03	76	483.41913129	1	4	2	2	2	2	2							200601107714	20060110771403	483.082281114489
50	04	03	76	483.41913129	1	3	2	2	2	2	2							200601107714	20060110771403	483.082281114489
50	01	04	76	483.41913129	1	1												200601107714	20060110771404	483.082281114489
50	02	04	76	483.41913129	1	5	2	2	2	2	2							200601107714	20060110771404	483.082281114489
50	03	04	76	483.41913129	1	3	2	2	2	2	2							200601107714	20060110771404	483.082281114489
50	01	05	76	483.41913129	1	1												200601107714	20060110771405	483.082281114489
50	01	01	76	1273.9038593	1	4	2	2	2	2	1	09	1	1		04	1	200601107715	20060110771501	1269.18541311433
50	02	01	76	1273.9038593	1	3	1											200601107715	20060110771501	1269.18541311433
50	03	01	76	1273.9038593	1	1												200601107715	20060110771501	1269.18541311433
50	01	01	76	1222.993493	1	4	1											200601107716	20060110771601	1221.47179483805
50	02	01	76	1222.993493	1	4	2	2	2	1							1	200601107716	20060110771601	1221.47179483805
50	01	01	76	1414.6698707	2	1												200601107717	20060110771701	1412.58700334936
50	02	01	76	1414.6698707	2	4	2	2	2	1							1	200601107717	20060110771701	1412.58700334936
50	03	01	76	1414.6698707	2	5	2	2	2	1							1	200601107717	20060110771701	1412.58700334936
50	04	01	76	1414.6698707	2	3	2	2	2	2	2							200601107717	20060110771701	1412.58700334936
50	01	01	76	873.74058183	1	1												200601107718	20060110771801	872.223667216097
50	02	01	76	873.74058183	1	1												200601107718	20060110771801	872.223667216097
50	03	01	76	873.74058183	1	3	2	2	2	2	2							200601107718	20060110771801	872.223667216097
50	04	01	76	873.74058183	4	1												200601107718	20060110771801	872.223667216097
50	01	01	76	1564.9655181	2	1												200601107719	20060110771901	1557.75722955533
50	02	01	76	1564.9655181	2	4	2	2	2	1							1	200601107719	20060110771901	1557.75722955533
50	03	01	76	1564.9655181	2	3	2	2	2	2	1	14						200601107719	20060110771901	1557.75722955533
50	04	01	76	1564.9655181	2	3	2	2	2	2	2							200601107719	20060110771901	1557.75722955533
50	05	01	76	1564.9655181	2	3	2	2	2	2	2							200601107719	20060110771901	1557.75722955533
50	01	01	76	1465.996866	2	2	2	2	2	1							1	200601107720	20060110772001	1463.02177502961
50	02	01	76	1465.996866	2	4	1											200601107720	20060110772001	1463.02177502961
50	06	01	76	1465.996866	2	1												200601107720	20060110772001	1463.02177502961
50	01	01	76	1194.7604105	3	1												200601107721	20060110772101	1194.80786474214
50	02	01	76	1194.7604105	3	6												200601107721	20060110772101	1194.80786474214
50	03	01	76	1194.7604105	3	4	2	2	2	2	2							200601107721	20060110772101	1194.80786474214
50	01	01	76	1663.6175316	2	1												200601107722	20060110772201	1663.90825407189
50	02	01	76	1663.6175316	2	4	1											200601107722	20060110772201	1663.90825407189
50	01	01	76	715.58551919	2	1												200601107723	20060110772301	716.813974443752
50	02	01	76	715.58551919	2	4	2	2	1									200601107723	20060110772301	716.813974443752
50	01	01	76	694.81407489	1	1												200601107724	20060110772401	694.839444714789
50	02	01	76	694.81407489	1	5	2	2	2	1							1	200601107724	20060110772401	694.839444714789
50	01	01	76	624.91981711	1	5	2	2	2	2	2							200601107725	20060110772501	628.111017983985
50	02	01	76	624.91981711	2	4	2	2	2	2	2							200601107725	20060110772501	628.111017983985
50	03	01	76	624.91981711	2	1												200601107725	20060110772501	628.111017983985
50	04	01	76	624.91981711	2	1												200601107725	20060110772501	628.111017983985
50	01	01	76	618.47568892	1	4	2	2	2	1							1	200601107726	20060110772601	617.808176652289
50	02	01	76	618.47568892	1	1												200601107726	20060110772601	617.808176652289
50	03	01	76	618.47568892	1	3	2	2	2	2	2							200601107726	20060110772601	617.808176652289
50	04	01	76	618.47568892	1	3	2	2	2	2	2							200601107726	20060110772601	617.808176652289
50	01	01	76	718.88751417	1	1												200601107727	20060110772701	720.065824703957
50	01	01	76	643.90928734	3	5	2	2	2	1							1	200601107728	20060110772801	641.902784825166
50	02	01	76	643.90928734	3	5	2	1										200601107728	20060110772801	641.902784825166
50	03	01	76	643.90928734	3	4	2	2	2	2	1	13						200601107728	20060110772801	641.902784825166
50	04	01	76	643.90928734	3	1												200601107728	20060110772801	641.902784825166
50	05	01	76	643.90928734	3	1												200601107728	20060110772801	641.902784825166
50	06	01	76	643.90928734	3	1												200601107728	20060110772801	641.902784825166
50	07	01	76	643.90928734	3	1												200601107728	20060110772801	641.902784825166
50	09	01	76	643.90928734	3	4	2	2	2	2	2							200601107728	20060110772801	641.902784825166
50	01	02	76	643.90928734	1	2	2	2	2	1							1	200601107728	20060110772802	641.902784825166
50	01	01	76	406.09732415	2	5	2	2	2	2	2							200601107729	20060110772901	409.546402693243
50	02	01	76	406.09732415	2	4	2	2	2	2	1	15						200601107729	20060110772901	409.546402693243
50	03	01	76	406.09732415	2	1												200601107729	20060110772901	409.546402693243
50	04	01	76	406.09732415	2	4	2	2	2	2	2							200601107729	20060110772901	409.546402693243
50	01	01	76	549.13227425	1	1												200601107730	20060110773001	549.064743298113
50	02	01	76	549.13227425	2	1												200601107730	20060110773001	549.064743298113
50	01	01	76	650.30467465	3	5	2	2	2	2	1	13						200601107731	20060110773101	650.385493202035
50	02	01	76	650.30467465	3	1												200601107731	20060110773101	650.385493202035
50	03	01	76	650.30467465	3	1												200601107731	20060110773101	650.385493202035
50	04	01	76	650.30467465	3	3	1											200601107731	20060110773101	650.385493202035
50	05	01	76	650.30467465	3	3	1											200601107731	20060110773101	650.385493202035
50	01	01	76	695.44541086	2	5	2	2	2	2	2							200601107732	20060110773201	693.236095494699
50	02	01	76	695.44541086	2	1												200601107732	20060110773201	693.236095494699
50	03	01	76	695.44541086	2	3	2	2	1									200601107732	20060110773201	693.236095494699
50	04	01	76	695.44541086	2	4	2	2	2	2	1	12						200601107732	20060110773201	693.236095494699
50	01	01	76	561.67901074	2	1												200601107733	20060110773301	563.783355764771
50	02	01	76	561.67901074	2	4	2	2	2	2	2							200601107733	20060110773301	563.783355764771
50	01	01	76	521.66771875	1	1												200601107734	20060110773401	519.943280543928
50	02	01	76	521.66771875	1	1												200601107734	20060110773401	519.943280543928
50	03	01	76	521.66771875	1	5	2	2	2	1							1	200601107734	20060110773401	519.943280543928
50	01	01	76	651.10390572	1	1												200601107735	20060110773501	649.509508867993
50	02	01	76	651.10390572	1	1												200601107735	20060110773501	649.509508867993
50	01	02	76	651.10390572	2	1												200601107735	20060110773502	649.509508867993
50	02	02	76	651.10390572	2	1												200601107735	20060110773502	649.509508867993
50	01	01	76	552.88957169	1	4	2	2	2	2	2							200601107736	20060110773601	553.9587903806
50	02	01	76	552.88957169	1	1												200601107736	20060110773601	553.9587903806
50	01	01	76	454.72586656	3	1												200601107737	20060110773701	454.727161209241
50	02	01	76	454.72586656	3	1												200601107737	20060110773701	454.727161209241
50	03	01	76	454.72586656	3	3	1											200601107737	20060110773701	454.727161209241
50	01	01	76	672.98885052	1	5	2	2	2	1							1	200601107738	20060110773801	672.442581585419
50	02	01	76	672.98885052	1	5	2	2	2	1							1	200601107738	20060110773801	672.442581585419
50	03	01	76	672.98885052	1	1												200601107738	20060110773801	672.442581585419
50	01	01	76	664.34319817	1	1												200601107739	20060110773901	663.314034999949
50	02	01	76	664.34319817	1	5	1											200601107739	20060110773901	663.314034999949
50	01	01	76	365.87258713	1	1												200601107740	20060110774001	366.861449297874
50	02	01	76	365.87258713	1	1												200601107740	20060110774001	366.861449297874
50	03	01	76	365.87258713	1	3	2	2	1									200601107740	20060110774001	366.861449297874
50	01	01	76	767.39395804	2	6												200601107741	20060110774101	769.64814054277
50	02	01	76	767.39395804	2	5	1											200601107741	20060110774101	769.64814054277
50	01	02	76	767.39395804	1	1												200601107741	20060110774102	769.64814054277
50	01	01	76	699.37427761	1	4	2	1										200601107742	20060110774201	695.674704366662
50	04	01	76	699.37427761	1	3	2	2	2	1							1	200601107742	20060110774201	695.674704366662
50	05	01	76	699.37427761	1	1												200601107742	20060110774201	695.674704366662
50	01	01	76	306.47559812	1	5	2	1										200601107743	20060110774301	306.452389386359
50	02	01	76	306.47559812	1	1												200601107743	20060110774301	306.452389386359
50	03	01	76	306.47559812	3	1												200601107743	20060110774301	306.452389386359
50	04	01	76	306.47559812	4	1												200601107743	20060110774301	306.452389386359
50	01	01	76	626.1665184	3	1												200601107744	20060110774401	627.301119325257
50	02	01	76	626.1665184	2	4	2	2	2	2	2							200601107744	20060110774401	627.301119325257
50	03	01	76	626.1665184	2	4	2	2	2	2	2							200601107744	20060110774401	627.301119325257
50	01	01	76	348.64035936	2	1												200601107745	20060110774501	353.066103307664
50	02	01	76	348.64035936	2	4	2	2	2	2	2							200601107745	20060110774501	353.066103307664
50	03	01	76	348.64035936	2	1												200601107745	20060110774501	353.066103307664
50	01	02	76	348.64035936	2	1												200601107745	20060110774502	353.066103307664
50	02	02	76	348.64035936	2	4	2	1										200601107745	20060110774502	353.066103307664
50	01	01	76	405.97870723	2	1												200601107746	20060110774601	405.273881284919
50	02	01	76	405.97870723	2	1												200601107746	20060110774601	405.273881284919
50	03	01	76	405.97870723	2	5	2	2	2	2	1	15						200601107746	20060110774601	405.273881284919
50	04	01	76	405.97870723	2	4	2	2	2	2	2							200601107746	20060110774601	405.273881284919
50	01	01	76	521.90030555	1	4	2	1										200601107747	20060110774701	521.836123528193
50	02	01	76	521.90030555	1	3	2	2	2	2	1	14						200601107747	20060110774701	521.836123528193
50	01	01	76	640.93509018	1	4	2	2	2	2	1	10	1	1		01	1	200601107748	20060110774801	642.107666207039
50	02	01	76	640.93509018	1	6												200601107748	20060110774801	642.107666207039
50	03	01	76	640.93509018	1	5	2	2	2	1							1	200601107748	20060110774801	642.107666207039
50	04	01	76	640.93509018	1	3	2	2	2	2	1	11						200601107748	20060110774801	642.107666207039
50	01	01	76	694.53759652	1	4	2	2	2	2	1	11						200601107749	20060110774901	693.461657890696
50	02	01	76	694.53759652	1	1												200601107749	20060110774901	693.461657890696
50	01	01	76	637.770711	1	5	2	1										200601107750	20060110775001	636.730279389484
50	02	01	76	637.770711	1	3	2	2	2	2	1	08	2		1	02	1	200601107750	20060110775001	636.730279389484
50	01	01	76	396.34269868	1	4	2	2	2	2	1	12						200601107751	20060110775101	395.034112637706
50	02	01	76	396.34269868	1	3	2	2	2	2	1	14						200601107751	20060110775101	395.034112637706
50	03	01	76	396.34269868	1	5	2	2	2	2	1	15						200601107751	20060110775101	395.034112637706
50	01	02	76	396.34269868	1	4	2	1										200601107751	20060110775102	395.034112637706
50	01	03	76	396.34269868	1	4	2	2	2	2	1	03	1	1		01	1	200601107751	20060110775103	395.034112637706
50	02	03	76	396.34269868	2	4	2	2	2	2	1	12						200601107751	20060110775103	395.034112637706
50	03	03	76	396.34269868	2	1												200601107751	20060110775103	395.034112637706
50	01	04	76	396.34269868	1	5	2	2	2	1							1	200601107751	20060110775104	395.034112637706
50	01	01	76	796.19377919	1	2	2	2	2	1							1	200601107752	20060110775201	796.566605373532
50	02	01	76	796.19377919	1	4	2	1										200601107752	20060110775201	796.566605373532
50	04	01	76	796.19377919	1	4	2	2	2	2	2							200601107752	20060110775201	796.566605373532
50	01	02	76	796.19377919	2	1												200601107752	20060110775202	796.566605373532
50	02	02	76	796.19377919	2	4	1											200601107752	20060110775202	796.566605373532
50	03	02	76	796.19377919	2	1												200601107752	20060110775202	796.566605373532
50	01	03	76	796.19377919	1	4	2	2	2	1							1	200601107752	20060110775203	796.566605373532
50	01	01	76	428.98358483	2	5	2	2	2	2	2							200601107753	20060110775301	430.595627396454
50	02	01	76	428.98358483	2	4	2	2	2	2	2							200601107753	20060110775301	430.595627396454
50	03	01	76	428.98358483	2	4	2	2	2	2	1	07	1	2				200601107753	20060110775301	430.595627396454
50	01	02	76	428.98358483	1	1												200601107753	20060110775302	430.595627396454
50	02	02	76	428.98358483	1	1												200601107753	20060110775302	430.595627396454
50	03	02	76	428.98358483	1	3	2	2	2	2	2							200601107753	20060110775302	430.595627396454
50	04	02	76	428.98358483	1	3	2	2	2	2	2							200601107753	20060110775302	430.595627396454
50	01	01	76	759.84461275	1	1												200601107754	20060110775401	761.032843646784
50	02	01	76	759.84461275	1	6												200601107754	20060110775401	761.032843646784
50	01	01	76	750.33697213	2	5	2	1										200601107755	20060110775501	746.973114076423
50	02	01	76	750.33697213	2	4	2	2	2	2	1	12						200601107755	20060110775501	746.973114076423
50	01	02	76	750.33697213	2	1												200601107755	20060110775502	746.973114076423
50	02	02	76	750.33697213	2	4	2	2	2	1							1	200601107755	20060110775502	746.973114076423
50	01	03	76	750.33697213	1	5	2	2	2	2	2							200601107755	20060110775503	746.973114076423
