Reg	Orden	Hogar	Area	Fex_c	Oci	P37	P37na	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	05	01	13	210.9879538	1	2				1	15	1	1	1			1				1				1	1	200601102504	20060110250401	210.360403905607
62	01	01	13	254.42513205	1	2				2					2												200601102505	20060110250501	254.500544555136
62	02	01	13	254.42513205	1	2				2					2												200601102505	20060110250501	254.500544555136
62	01	01	13	244.66652606	1	2				2					2												200601102506	20060110250601	245.211896865538
62	02	01	13	244.66652606	1	2				2					2												200601102506	20060110250601	245.211896865538
62	01	01	13	252.6409706	1	1	1	1400000	00	2					2												200601102507	20060110250701	253.860788146368
62	02	01	13	252.6409706	1	2				2					2												200601102507	20060110250701	253.860788146368
62	01	01	13	260.9483449	1	2				2					2												200601102508	20060110250801	261.579281915179
62	02	01	13	260.9483449	1	2				2					2												200601102508	20060110250801	261.579281915179
62	01	01	13	271.87962465	1	2				2					2												200601102509	20060110250901	272.65161989839
62	01	01	13	248.93713313	1	2				2					2												200601102510	20060110251001	249.748393490372
62	01	01	13	247.57269131	1	2				2					2												200601102511	20060110251101	248.319759533948
62	02	01	13	247.57269131	1	2				2					2												200601102511	20060110251101	248.319759533948
62	01	01	13	263.99196998	1	2				2					2												200601102512	20060110251201	264.144248581923
62	02	01	13	239.95466859	1	2				2					2												200601102513	20060110251301	240.447322227632
62	03	01	13	239.95466859	1	2				2					1		1				1				2	1	200601102513	20060110251301	240.447322227632
62	05	01	13	239.95466859	1	2				2					2												200601102513	20060110251301	240.447322227632
62	06	01	13	239.95466859	1	2				2					2												200601102513	20060110251301	240.447322227632
62	01	01	13	232.83454117	1	2				2					2												200601102514	20060110251401	230.255825356168
62	01	01	13	269.11863939	1	2				2					2												200601102516	20060110251601	269.039671982847
62	01	02	13	269.11863939	1	1	4	300000	10	2					1	1	1								1	1	200601102516	20060110251602	269.039671982847
62	01	01	13	213.00029477	1	2				2					1		1								2	1	200601102517	20060110251701	212.418181948879
62	02	01	13	213.00029477	1	2				2					1	1	1								1	1	200601102517	20060110251701	212.418181948879
62	02	01	13	209.5747085	1	2				2					2												200601102518	20060110251801	208.821112202362
62	03	01	13	209.5747085	1	2				2					1		1								1	1	200601102518	20060110251801	208.821112202362
62	08	01	13	209.5747085	1	2				2					2												200601102518	20060110251801	208.821112202362
62	01	01	13	273.8046135	1	2				2					2												200601102519	20060110251901	273.437065444893
62	02	01	13	273.8046135	1	2				2					1		1								2	1	200601102519	20060110251901	273.437065444893
62	03	01	13	273.8046135	1	2				2					1		1								1	1	200601102519	20060110251901	273.437065444893
62	02	01	13	216.31591898	1	2				1	10	1	1	1			1								1	1	200601102520	20060110252001	216.058147382905
62	01	01	13	258.25291147	1	2				2					1		1								1	1	200601102521	20060110252101	259.177419131727
62	02	02	13	258.25291147	1	2				2					1		1								1	1	200601102521	20060110252102	259.177419131727
62	01	01	13	204.9421341	1	2				2					1		1								2	1	200601102522	20060110252201	204.619550940294
62	01	01	13	236.62835121	1	2				2					2												200601102524	20060110252401	235.765473986508
62	02	01	13	236.62835121	1	2				2					2												200601102524	20060110252401	235.765473986508
62	01	01	13	262.3084004	1	2				2					2												200601102525	20060110252501	263.356260067686
62	02	01	13	274.32941508	1	2				2					2												200601102526	20060110252601	275.467590675261
62	03	01	13	243.92069662	1	2				1	20	2	1	2													200601102527	20060110252701	244.684395161661
62	05	01	13	243.92069662	1	2				2					1		1								2	1	200601102527	20060110252701	244.684395161661
62	01	01	13	277.3263955	1	2				2					2												200601102528	20060110252801	278.672571381241
62	02	01	13	277.3263955	1	2				2					2												200601102528	20060110252801	278.672571381241
62	01	01	13	224.6746349	1	2				1	10	1	1	1			1								2	1	200601102529	20060110252901	222.751351172508
62	02	01	13	224.6746349	1	2				2					2												200601102529	20060110252901	222.751351172508
62	03	01	13	224.6746349	1	2				2					2												200601102529	20060110252901	222.751351172508
62	05	01	13	224.6746349	1	2				2					2												200601102529	20060110252901	222.751351172508
62	01	01	13	239.62533162	1	2				2					1	1	1								2	1	200601102530	20060110253001	238.970454692489
62	01	01	13	245.24826986	1	2				2					1		1					1			2	1	200601102532	20060110253201	245.52166157022
62	01	02	13	245.24826986	1	2				2					2												200601102532	20060110253202	245.52166157022
62	02	02	13	245.24826986	1	2				2					1		1		1						2	1	200601102532	20060110253202	245.52166157022
62	03	02	13	245.24826986	1	2				2					1		1								2	1	200601102532	20060110253202	245.52166157022
62	01	01	13	203.80926263	1	1	4	80000	15	2					2												200601102533	20060110253301	197.757592177659
62	02	01	13	203.80926263	1	2				2					2												200601102533	20060110253301	197.757592177659
62	03	01	13	203.80926263	1	2				2					2												200601102533	20060110253301	197.757592177659
62	03	01	13	252.66443947	1	2				1	18	1	1	1			1								1	1	200601102534	20060110253401	252.019942563552
62	01	01	13	219.26656598	1	2				2					2												200601102535	20060110253501	220.300646538347
62	02	01	13	219.26656598	1	2				2					2												200601102535	20060110253501	220.300646538347
62	03	01	13	219.26656598	1	2				2					2												200601102535	20060110253501	220.300646538347
62	01	02	13	219.26656598	1	2				2					2												200601102535	20060110253502	220.300646538347
62	02	02	13	219.26656598	1	2				2					2												200601102535	20060110253502	220.300646538347
62	02	01	13	235.63151035	1	2				2					2												200601102536	20060110253601	235.283772767707
62	03	01	13	235.63151035	1	2				2					2												200601102536	20060110253601	235.283772767707
62	09	01	13	235.63151035	1	2				2					1		1								2	1	200601102536	20060110253601	235.283772767707
62	01	01	13	243.84836896	1	2				2					2												200601102537	20060110253701	244.860080600232
62	02	01	13	227.4439226	1	2				2					2												200601102538	20060110253801	229.065349311699
62	01	01	13	226.0389467	1	2				2					2												200601102539	20060110253901	224.866173444776
62	01	01	13	222.8775611	1	2				2					2												200601102541	20060110254101	224.115803842268
62	01	01	13	222.8775611	1	2				2					2												200601102542	20060110254201	224.115803842268
62	01	01	13	210.11586067	1	1	5	200000	20	2					2												200601102543	20060110254301	207.427698586074
62	02	01	13	220.96183779	1	2				2					2												200601102544	20060110254401	221.13741937823
62	01	01	13	244.76268829	1	2				2					2												200601102545	20060110254501	243.551035088082
62	02	01	13	244.76268829	1	2				2					2												200601102545	20060110254501	243.551035088082
62	03	01	13	230.10790519	1	2				2					1		1								2	1	200601102546	20060110254601	231.914221050348
62	01	01	13	234.25134598	1	2				2					2												200601102547	20060110254701	235.554400284879
62	02	01	13	234.25134598	1	2				2					2												200601102547	20060110254701	235.554400284879
62	02	01	13	248.0783125	1	2				2					2												200601102548	20060110254801	247.191000522108
62	01	01	13	213.96900556	1	2				2					2												200601102549	20060110254901	214.430280847645
62	02	01	13	213.96900556	1	2				2					2												200601102549	20060110254901	214.430280847645
62	03	01	13	213.96900556	1	2				2					1	1	1								2	1	200601102549	20060110254901	214.430280847645
62	05	01	13	213.96900556	1	2				2					1				1						2	2	200601102549	20060110254901	214.430280847645
62	01	01	13	239.95070943	1	2				2					2												200601102550	20060110255001	239.651295879518
62	02	01	13	239.95070943	1	2				2					2												200601102550	20060110255001	239.651295879518
62	02	01	13	242.96114827	1	1	4	150000	10	2					2												200601102551	20060110255101	244.144124988841
62	01	01	13	223.62582038	1	2				2					2												200601102552	20060110255201	223.986291116879
62	02	01	13	265.61718965	1	2				2					1		1								2	1	200601102553	20060110255301	266.69984276357
62	01	01	13	209.46204816	1	2				2					1		1								1	1	200601102554	20060110255401	210.1964771891
62	01	01	13	222.8775611	1	2				2					2												200601102555	20060110255501	224.115803842268
62	01	01	13	231.12129452	1	2				2					2												200601102558	20060110255801	231.613723182942
62	03	01	13	231.12129452	1	2				1	06	2	2	2													200601102558	20060110255801	231.613723182942
62	04	01	13	231.12129452	1	2				1	10	1	1	2													200601102558	20060110255801	231.613723182942
62	06	01	13	231.12129452	1	2				2					1	1									1	1	200601102558	20060110255801	231.613723182942
62	01	01	13	230.53909529	1	2				2					1							1			1	1	200601102559	20060110255901	230.56370312157
62	01	01	13	238.77126005	1	2				2					2												200601102560	20060110256001	241.131326533686
62	04	01	13	238.77126005	1	2				2					2												200601102560	20060110256001	241.131326533686
62	01	01	13	224.51304107	1	2				2					1		1				1				1	1	200601102561	20060110256101	224.70224672827
62	01	01	13	245.93056092	1	1	4	1400000	07	2					2												200601102564	20060110256401	245.543461128353
62	05	01	13	280.91067763	1	2				1	08	2	1	2													200601102565	20060110256501	282.353936679711
62	01	01	13	252.66811643	1	2				1	05	1	1	1		1									2	1	200601102566	20060110256601	254.053106201262
62	06	01	13	252.66811643	1	2				1	42	1	1	1			1		1						1	1	200601102566	20060110256601	254.053106201262
62	03	01	13	309.51910064	1	2				1	20	1	1	1			1								1	1	200601102567	20060110256701	310.22420160254
62	04	01	13	309.51910064	1	2				1	10	1	1	1			1								1	1	200601102567	20060110256701	310.22420160254
62	01	01	13	427.14475815	1	2				2					1		1								2	1	200601102568	20060110256801	426.159098236725
62	04	01	13	427.14475815	1	2				2					1		1								1	1	200601102568	20060110256801	426.159098236725
62	06	01	13	427.14475815	1	2				2					1		1								1	1	200601102568	20060110256801	426.159098236725
62	04	01	13	511.56917519	1	2				2					1		1								1	1	200601102569	20060110256901	514.938601064406
62	02	01	13	428.91919953	1	2				2					2												200601102570	20060110257001	427.591009459507
62	03	01	13	428.91919953	1	2				2					1		1				1				1	1	200601102570	20060110257001	427.591009459507
62	06	01	13	428.91919953	1	2				1	20	1	1	1			1				1				1	1	200601102570	20060110257001	427.591009459507
62	07	01	13	428.91919953	1	2				1	10	2	1	1			1				1				1	1	200601102570	20060110257001	427.591009459507
62	04	01	13	444.73362736	1	2				2					2												200601102571	20060110257101	450.673190490305
62	01	01	13	405.00768384	1	2				2					1		1				1				1	1	200601102572	20060110257201	413.86217299484
62	07	01	13	405.00768384	1	2				1	10	2	1	1			1				1				2	1	200601102572	20060110257201	413.86217299484
62	08	01	13	405.00768384	1	2				1	10	1	1	1			1				1				1	1	200601102572	20060110257201	413.86217299484
62	09	01	13	405.00768384	1	2				2					1		1				1				2	1	200601102572	20060110257201	413.86217299484
62	01	01	13	467.30806693	1	2				2					1	1	1				1				2	1	200601102573	20060110257301	463.882907006907
62	02	01	13	467.30806693	1	2				2					1	1	1								2	1	200601102573	20060110257301	463.882907006907
62	04	01	13	467.30806693	1	2				2					1		1								2	1	200601102573	20060110257301	463.882907006907
62	02	01	13	458.03916356	1	2				2					1		1								1	1	200601102574	20060110257401	460.908548317935
62	01	01	13	495.82450489	1	2				2					2												200601102575	20060110257501	496.741066617739
62	02	01	13	495.82450489	1	2				2					2												200601102575	20060110257501	496.741066617739
62	04	01	13	495.82450489	1	2				2					1		1								2	1	200601102575	20060110257501	496.741066617739
62	05	01	13	495.82450489	1	2				2					1		1								1	1	200601102575	20060110257501	496.741066617739
62	01	02	13	509.75493295	1	2				2					2												200601102576	20060110257602	512.679871317934
62	02	02	13	509.75493295	1	2				2					1		1								2	1	200601102576	20060110257602	512.679871317934
62	01	03	13	509.75493295	1	2				2					1		1				1				2	1	200601102576	20060110257603	512.679871317934
62	02	03	13	509.75493295	1	2				2					1		1				1				1	1	200601102576	20060110257603	512.679871317934
62	01	01	13	468.61135016	1	2				2					1		1								2	1	200601102577	20060110257701	465.465094397661
62	02	01	13	468.61135016	1	2				2					1		1								2	1	200601102577	20060110257701	465.465094397661
62	03	01	13	468.61135016	1	2				2					1		1								1	1	200601102577	20060110257701	465.465094397661
62	01	01	13	257.16727388	1	2				2					2												200601102579	20060110257901	258.596020263401
62	03	01	13	278.7026723	1	2				2					1		1								2	1	200601102580	20060110258001	279.866704653244
62	05	01	13	278.7026723	1	2				2					1	1	1								2	1	200601102580	20060110258001	279.866704653244
62	01	01	13	297.56191853	1	2				2					2												200601102581	20060110258101	299.017399161525
62	04	01	13	297.56191853	1	2				2					2												200601102581	20060110258101	299.017399161525
62	01	01	13	257.16727388	1	2				2					2												200601102582	20060110258201	258.596020263401
62	01	01	13	258.78254952	1	2				1	06	2	1	2													200601102583	20060110258301	259.359385465622
62	02	01	13	258.78254952	1	2				2					1	1									1	1	200601102583	20060110258301	259.359385465622
62	01	01	13	261.85638583	1	2				1	08	1	1	1		1	1								1	1	200601102584	20060110258401	262.646556121262
62	02	01	13	261.85638583	1	2				2					1	1	1								2	1	200601102584	20060110258401	262.646556121262
62	01	01	13	267.56921738	1	2				2					2												200601102585	20060110258501	267.523197361327
62	01	01	13	268.88976303	1	2				2					2												200601102588	20060110258801	270.684103408468
62	02	01	13	268.88976303	1	2				2					1		1								2	1	200601102588	20060110258801	270.684103408468
